denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
HOPITAL AMERICAIN DE PARIS,,,,,,,,,,500 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,63,,BD,VICTOR HUGO,92200,NEUILLY-SUR-SEINE,,92051,0,,,0,,,,0,,,0,,
FONDATION PAUL PARQUET,,,,,,,,,,100 à 199 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,ILE DE LA GRANDE JATTE,41,,BD,PAUL EMILE VICTOR,92200,NEUILLY-SUR-SEINE,,92051,0,,,0,,,,0,,,0,,
LA CITE DES FLEURS DIACONESSES,,CITE DES FLEURS,,,,,,,,100 à 199 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,1,,RUE,DE DIEPPE,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
ASSOCIATION EMILIE DE RODAT,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,9,B,RUE,TRUMEAU,92500,RUEIL-MALMAISON,,92063,0,,,0,,,,0,,,0,,
AIDES ET SOINS 92 CENTRE  RUEIL,ASSDPA,,,,,ASSDPA,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,10,T,RUE,ESTIENNE D ORVES,92500,RUEIL-MALMAISON,,92063,0,,,0,,,,0,,,0,,
UNION DEPART ASS FAMILIALES 92,UDAF,,,,,UDAF,,,,50 à 99 salariés,Hébergement social pour handicapés mentaux et malades mentaux,Hébergement social pour handicapés mentaux et malades mentaux,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement social pour handicapés mentaux et malades mentaux,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",Hébergement médico-social et social,Santé humaine et action sociale,,10,B,AV,DU GENERAL LECLERC,92210,SAINT-CLOUD,,92064,0,,,0,,,,0,,,0,,
AIDE AUX MERES ET AUX FAMILLES ILE DE FRANCE SUD ET OUEST,AMFD IDF SUD & OUEST,AMF IDF SUD,,,,AMFD IDF SUD & OUEST,,,,100 à 199 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,2,,RUE,DU DOCTEUR ROUX,92330,SCEAUX,,92071,0,,,0,,,,0,,,0,,
ASS CTRE D INTERV DYNAMIQ EDUC,,CENTRE DU PARC DE ST CLOUD,,,,,,,,50 à 99 salariés,Accueil ou accompagnement sans hébergement d'enfants handicapés,Accueil ou accompagnement sans hébergement d'enfants handicapés,Action sociale sans hébergement pour jeunes enfants,Action sociale sans hébergement,Santé humaine et action sociale,True,Accueil ou accompagnement sans hébergement d'enfants handicapés,Action sociale sans hébergement pour jeunes enfants,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,026 AU 028,26,,RUE,PRADIER,92410,VILLE D'AVRAY,,92077,0,,,0,,,,0,,,0,,
POLYCLINIQUE D AUBERVILLIERS,,CENTRE DE SANTE,,,,,,,,200 à 249 salariés,Activité des médecins généralistes,Activité des médecins généralistes,Activité des médecins généralistes,Activités pour la santé humaine,Santé humaine et action sociale,True,Activité des médecins généralistes,Activité des médecins généralistes,Activité des médecins et des dentistes,Activités pour la santé humaine,Santé humaine et action sociale,,55,,RUE,HENRI BARBUSSE,93300,AUBERVILLIERS,,93001,93308,AUBERVILLIERS CEDEX,,0,,,,0,,,0,,
ASSOCIATION LA MAIN TENDUE,,C H R S,,,,,,,,50 à 99 salariés,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,,10,,RUE,DES CITES,93300,AUBERVILLIERS,,93001,0,,,0,,,,0,,,0,,
ASSOCIATION AUBERVACANCES LOISIRS,,,,,,,,,,100 à 199 salariés,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",31/33,31,,RUE,DE LA COMMUNE DE PARIS,93300,AUBERVILLIERS,,93001,93303,AUBERVILLIERS CEDEX,,0,,,,0,,,0,,
HELLA,,,,,,,,,,50 à 99 salariés,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,LE COUDRAY,11,,AV,ALBERT EINSTEIN,93150,LE BLANC-MESNIL,,93007,0,,,0,,,,0,,,0,,
ASS SAUVEGARDE ENFANCE ET ADOLESCENCE,ADSEA 93,,,,,ADSEA 93,,,,100 à 199 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,20,,RUE,GALLIENI,93000,BOBIGNY,,93008,0,,,0,,,,0,,,0,,
AMFD NORD EST PARISIEN,,,,,,,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,8,,ALL,COURBET,93190,LIVRY-GARGAN,,93046,0,,,0,,,,0,,,0,,
ASS AIDE MERES & FAMILLES DOMICILE BANLI,,,,,,,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,1,,AV,SALVADOR ALLENDE,93800,EPINAY-SUR-SEINE,,93031,0,,,0,,,,0,,,0,,
RESIDENCE PERSONNES AGEES LA CERISAIE,,,,,,,,,,100 à 199 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,18,,AV,JEAN JAURES,93220,GAGNY,,93032,0,,,0,,,,0,,,0,,
ETABLISSEMENTS JACQUES MARINELLI,,,,,,,,,,50 à 99 salariés,Commerce de détail de meubles,Commerce de détail de meubles,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé","Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de détail de meubles,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,CC CHAMP FOIRE,0,,,ZAC DU CHAMP DE FOIRE,77000,MELUN,,77288,0,,,0,,,,0,,,0,,
KRENDEL,,,,,,,,,,50 à 99 salariés,Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique,Fabrication d'équipements électriques,Industrie manufacturière,True,Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique,"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique",Fabrication d'équipements électriques,Industrie manufacturière,3 A 5,3,,RUE,JACQUARD,93310,LE PRE-SAINT-GERVAIS,,93061,93315,LE PRE SAINT GERVAIS CEDEX,,0,,,,0,,,0,,
ASS POUR PREVENTION ET MEDECINE TRAVAIL,AMET,,,,,AMET,,,,100 à 199 salariés,Activité des médecins généralistes,Activité des médecins généralistes,Activité des médecins généralistes,Activités pour la santé humaine,Santé humaine et action sociale,True,Activité des médecins généralistes,Activité des médecins généralistes,Activité des médecins et des dentistes,Activités pour la santé humaine,Santé humaine et action sociale,,13,,RUE,J ET E MONTGOLFIER,93110,ROSNY-SOUS-BOIS,,93064,0,,,0,,,,0,,,0,,
SOLIHA EST PARISIEN,,,,,,,,,,50 à 99 salariés,Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des organisations associatives,Autres activités de services,True,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services,,231,,RUE,LA FONTAINE,94120,FONTENAY-SOUS-BOIS,,94033,0,,,0,,,,0,,,0,,
LES ENFANTS INADAPTES DE NOISY LE SEC ET LEURS AMIS,EINA,,,,,EINA,I.M.E INSTITUT MEDICO EDUCATIF HENRI WALLON,,,50 à 99 salariés,Accueil ou accompagnement sans hébergement d'enfants handicapés,Accueil ou accompagnement sans hébergement d'enfants handicapés,Action sociale sans hébergement pour jeunes enfants,Action sociale sans hébergement,Santé humaine et action sociale,True,Accueil ou accompagnement sans hébergement d'enfants handicapés,Action sociale sans hébergement pour jeunes enfants,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,8,,ALL,DUGUESCLIN,93130,NOISY-LE-SEC,,93053,0,,,0,,,,0,,,0,,
SAINT DENIS UNION SPORT,,,,,,,,,,50 à 99 salariés,Activités de clubs de sports,Activités de clubs de sports,Activités de clubs de sports,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Activités de clubs de sports,Activités de clubs de sports,Activités liées au sport,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",,2,,BD,ANATOLE FRANCE,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
UNION DEPARTEMENTALE ASSOCIAT FAM ST DEN,UDAF,,,,,UDAF,,,,100 à 199 salariés,Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des organisations associatives,Autres activités de services,True,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services,,16,,RUE,HECTOR BERLIOZ,93000,BOBIGNY,,93008,0,,,0,,,,0,,,0,,
LIGUE DE L'ENSEIGNEMENT DU VAL DE MARNE,LDE94,,,,,LDE94,,,,100 à 199 salariés,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",ESPACE CONDORCET,88,,RUE,MARCEL BOURDARIAS,94140,ALFORTVILLE,CS 70013,94002,94146,ALFORTVILLE CEDEX,,0,,,,0,,,0,,
CTRE ETUD RECHERCH PEDAGOG PSYCHANALYTIQ,,,,,,,,,,50 à 99 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,63,,RUE,PASTEUR,94380,BONNEUIL-SUR-MARNE,,94011,0,,,0,,,,0,,,0,,
HOPITAL SAINT CAMILLE,,,,,,,,,,1000 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,2,,RUE,DES PERES CAMILIENS,94360,BRY-SUR-MARNE,,94015,0,,,0,,,,0,,,0,,
ASS MONSIEUR VINCENT,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,7IEME ETAGE-DIRECTION GENERALE,77,,RUE,DE REUILLY,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
IDF HABITAT,,,,,,,,,,100 à 199 salariés,Location de logements,Location de logements,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,True,Location de logements,Location et exploitation de biens immobiliers propres ou loués,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,,59,,AV,CARNOT,94500,CHAMPIGNY-SUR-MARNE,,94017,0,,,0,,,,0,,,0,,
INTERV DOMICILE PERS AGEES CHARENTON,AIDAPAC,,,,,AIDAPAC,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,8,,QUAI,DES CARRIERES,94220,CHARENTON-LE-PONT,,94018,0,,,0,,,,0,,,0,,
ELAN DE CHEVILLY LARUE,,,,,,,,,,50 à 99 salariés,Activités de clubs de sports,Activités de clubs de sports,Activités de clubs de sports,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Activités de clubs de sports,Activités de clubs de sports,Activités liées au sport,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",,56,,AV,FRANKLIN ROOSEVELT,94550,CHEVILLY-LARUE,,94021,0,,,0,,,,0,,,0,,
UNION DEPARTEM ASSOCIATI FAMIL VAL MARNE,,U.D.A.F. 94,,,,,,,,50 à 99 salariés,Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des organisations associatives,Autres activités de services,True,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services,,4,A,BD,DE LA GARE,94470,BOISSY-SAINT-LEGER,,94004,0,,,0,,,,0,,,0,,
