denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
AGILENT TECHNOLOGIES FRANCE,,AGILENT TECH,,,,,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,PARC TECHNOPOLIS - BATIMENT OLYMPE,3,,AV,DU CANADA,91940,LES ULIS,,91692,0,,,0,,,,0,,,0,,
WOMEN MANAGEMENT,,WM TALENTS CONSULTING,,,,,,,,50 à 99 salariés,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités liées à l'emploi,Activités de services administratifs et de soutien,True,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités liées à l'emploi,Activités de services administratifs et de soutien,,3,,RUE,MEYERBEER,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
ACTOR SECURITE,,,,,,,,,,250 à 499 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,62 BIS-64,62,,AV,ANDRE MORIZET,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
CHALLANCIN ACCUEIL ET SERVICES,,,,,,,,,,100 à 199 salariés,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,MOZINOR,2,,AV,PDT SALVADOR ALLENDE,93100,MONTREUIL,,93048,0,,,0,,,,0,,,0,,
CLINALLIANCE FONTENAY-AUX-ROSES,,,,,CLINIQUE DE FONTENAY-AUX-ROSES,,,,,50 à 99 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,19,,RUE,DU MARECHAL GALLIENI,92260,FONTENAY-AUX-ROSES,,92032,0,,,0,,,,0,,,0,,
GALIAN ASSURANCES,,,,,,,GALIAN ASSURANCES,,,50 à 99 salariés,Autres assurances,Autres assurances,Autres assurances,Assurance,Activités financières et d'assurance,True,Autres assurances,Autres assurances,Assurance,Assurance,Activités financières et d'assurance,,89,,RUE,LA BOETIE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
DISTRIBUTION ALIMENTAIRE DE PARIS 13,,,,,,,,,,50 à 99 salariés,Supermarchés,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,44,,AV,D IVRY,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
UNION ENTREPRISES CONSTRUCTION  U E C,,,,,,,,,,100 à 199 salariés,Construction d'autres bâtiments,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,True,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,FERME DES BERCHERES,0,,CHE,DE PONTAULT A BERCHERES,77340,PONTAULT-COMBAULT,,77373,0,,,0,,,,0,,,0,,
XILAM ANIMATION,,,,,,,,,,100 à 199 salariés,Production de films et de programmes pour la télévision,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,True,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision","Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,,57,,BD,DE LA VILLETTE,75010,PARIS 10,,75110,0,,,0,,,,0,,,0,,
DEGETEL,,,,,,,,,,100 à 199 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,54,,AV,DU GENERAL LECLERC,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
ELEPHANT ET CIE,,,,,,,,,,50 à 99 salariés,Production de films et de programmes pour la télévision,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,True,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision","Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,05-Jul,5,,RUE,DE MILAN,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
MERCIALYS,,,,,,,,,,50 à 99 salariés,Location de terrains et d'autres biens immobiliers,Location de terrains et d'autres biens immobiliers,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,True,Location de terrains et d'autres biens immobiliers,Location et exploitation de biens immobiliers propres ou loués,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,16-18,16,,RUE,DU QUATRE SEPTEMBRE,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
ALIZEE,,EUROTESS,,,ALIZEE HOTESSES,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,23,,RUE,JOUBERT,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
MAITRISE ET DISSUASION SECURITE PRIVEE,,,,,,,,,,100 à 199 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,2-8-URBAPARC BATIMENT G1,2,,BD,DE LA LIBERATION,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
GE STEAM POWER SERVICE FRANCE,,,,,,,TPS LA COURNEUVE,,,100 à 199 salariés,"Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules",Fabrication de machines et équipements n.c.a.,Industrie manufacturière,True,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",BAT ATLAS,141,,RUE,RATEAU,93120,LA COURNEUVE,,93027,93126,LA COURNEUVE CEDEX,,0,,,,0,,,0,,
MEILLEURTAUX,,MEILL.COM-MEILL-MEILL CONSEIL-,,,,,,,,50 à 99 salariés,Courtage de valeurs mobilières et de marchandises,Courtage de valeurs mobilières et de marchandises,Courtage de valeurs mobilières et de marchandises,Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,IMMEUBLE LE GICAL  36 AU 38,36,,RUE,DE SAINT PETERSBOURG,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
GROUPE DYNAMIS,,,,,,,,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) de fruits et légumes,Commerce de gros (commerce interentreprises) de fruits et légumes,Commerce de gros de fruits et légumes,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de fruits et légumes,Commerce de gros de fruits et légumes,"Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,BATIMENT C5B,13,,CRS,D'ALSACE MIN,94150,RUNGIS,,94065,0,,,0,,,,0,,,0,,
MAILEVA,,,,,,,,,,100 à 199 salariés,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes",Services d'information,Information et communication,True,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes ; portails Internet",Services d'information,Information et communication,45-47,45,,BD,PAUL VAILLANT COUTURIER,94200,IVRY-SUR-SEINE,,94041,0,,,0,,,,0,,,0,,
INSTALLATIONS-DEPANNAGES-ENTRETIENS ELECTRIQUES,IDEE,,,,,IDEE,,,,100 à 199 salariés,Travaux d'installation électrique dans tous locaux,Travaux d'installation électrique dans tous locaux,Installation électrique,Travaux de construction spécialisés,Construction,True,Travaux d'installation électrique dans tous locaux,Installation électrique,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de construction spécialisés,Construction,,19,,RUE,DE LA BONNE RENCONTRE,77860,QUINCY-VOISINS,,77382,0,,,0,,,,0,,,0,,
YAZAKI SYSTEMS TECHNOLOGIES FRANCE,,,,,,,,,,50 à 99 salariés,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Fabrication d'équipements électriques et électroniques automobiles,Fabrication d'équipements électriques et électroniques automobiles,Fabrication d'équipements automobiles,Industrie automobile,Industrie manufacturière,BAT E PARC D AFFAIRES VAL ST QUENTIN,2,,RUE,RENE CAUDRON,78960,VOISINS-LE-BRETONNEUX,,78688,0,,,0,,,,0,,,0,,
CONSTRUCTA ASSET MANAGEMENT,,,,,,,,,,50 à 99 salariés,Administration d'immeubles et autres biens immobiliers,Administration d'immeubles et autres biens immobiliers,Administration de biens immobiliers,Activités immobilières,Activités immobilières,True,Administration d'immeubles et autres biens immobiliers,Administration de biens immobiliers,Activités immobilières pour compte de tiers,Activités immobilières,Activités immobilières,,134,,BD,HAUSSMANN,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
STEF LOGISTIQUE DISTRIBUTION MONTSOULT,,STEF,,,,,,,,100 à 199 salariés,Entreposage et stockage frigorifique,Entreposage et stockage frigorifique,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Entreposage et stockage frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,,0,,RTE,DE BAILLET EN FRANCE,95560,MONTSOULT,,95430,0,,,0,,,,0,,,0,,
STEF LOGISTIQUE,,STEF,,,,,,,,50 à 99 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",STEF TFE,93,,BD,MALESHERBES,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
CHOMETTE,,,,,,,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,Commerce de gros d'autres machines et équipements,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,Commerce de gros d'autres machines et équipements,Commerce de gros d'autres équipements industriels,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,1,,RUE,RENE CLAIR,91350,GRIGNY,BP 84,91286,91355,GRIGNY CEDEX,,0,,,,0,,,0,,
OCELLIS,,,,,OCELLIS,,OCELLIS,,,50 à 99 salariés,Construction d'autres bâtiments,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,True,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,,37,,RUE,BENOIT MALON,92150,SURESNES,,92073,0,,,0,,,,0,,,0,,
ONCLOUD,,MANGOOSTA,,,,,MANGOOSTA  SIVIT  HGT TELECOM  BOOST- NORMACTI,,,50 à 99 salariés,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,True,Portails Internet,Portails Internet,"Traitement de données, hébergement et activités connexes ; portails Internet",Services d'information,Information et communication,PAROI NORD DE LA GRANDE ARCHE,1,,,LE PARVIS,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
JMO TRANSPORTS,,,,,,,,,,50 à 99 salariés,Transports routiers de fret interurbains,Transports routiers de fret interurbains,Transports routiers de fret,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports routiers de fret interurbains,Transports routiers de fret,Transports routiers de fret et services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,,0,,RUE,GAY LUSSAC,77290,MITRY-MORY,,77294,0,,,0,,,,0,,,0,,
EMERIA EUROPE,,,,,,,,,,250 à 499 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,13,,AV,LEBRUN,92160,ANTONY,,92002,0,,,0,,,,0,,,0,,
BELFOR RENOVATION SOLUTIONS,,,,,,,,,,100 à 199 salariés,Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs,Travaux de construction spécialisés,Construction,True,Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs,Travaux de finition,Travaux de construction spécialisés,Construction,LE BOSTON LEADER CLUB N 106,6,,RUE,MAGELLAN,94370,SUCY-EN-BRIE,,94071,0,,,0,,,,0,,,0,,
LE JARDIN DU VAL,,,,,,,,,,50 à 99 salariés,Supermarchés,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Autres commerces de détail alimentaires en magasin spécialisé,Autres commerces de détail alimentaires en magasin spécialisé,Commerce de détail alimentaire en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,ZAC DE LA FOSSE AUX LOUPS,25,,RUE,DES GRIVES,95100,ARGENTEUIL,,95018,0,,,0,,,,0,,,0,,
TRELLIX SECURITY FRANCE S.A.S.,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,11-13-LA DEFENSE TOUR PACIFIC,11,,CRS,VALMY,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
MOSS S.A.S.,,,,,,,,,,50 à 99 salariés,"Activités spécialisées, scientifiques et techniques diverses","Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",True,"Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",,86,,RUE,H FARMAN,92130,ISSY-LES-MOULINEAUX,,92040,0,,,0,,,,0,,,0,,
THALES GLOBAL SERVICES SAS,,,,,,,,,,1000 à 999 salariés,Gestion d'installations informatiques,Gestion d'installations informatiques,Gestion d'installations informatiques,"Programmation, conseil et autres activités informatiques",Information et communication,True,Gestion d'installations informatiques,Gestion d'installations informatiques,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,19 AU 21,19,,AV,MORANE SAULNIER,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
LES JARDINS DE LONGUIOLLES,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,62,,RUE,DE VERDUN,93410,VAUJOURS,,93074,0,,,0,,,,0,,,0,,
FT MARINE,,,,,,,ORANGE MARINE,,,100 à 199 salariés,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications,Génie civil,Construction,True,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications,Construction de réseaux et de lignes,Génie civil,Construction,,21,,RUE,JASMIN,75016,PARIS 16,,75116,0,,,0,,,,0,,,0,,
SFAM,,SFAM,,,CELSIDE INSURANCE,,,,,100 à 199 salariés,Activités des agents et courtiers d'assurances,Activités des agents et courtiers d'assurances,Activités des agents et courtiers d'assurances,Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",23-25,23,,AV,KLEBER,75116,PARIS 16,,75116,0,,,0,,,,0,,,0,,
THEMA SERVICES,,,,,,,,,,100 à 199 salariés,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités des agences de placement de main-d'œuvre,Activités liées à l'emploi,Activités de services administratifs et de soutien,True,"Organisation de foires, salons professionnels et congrès",Organisation de salons professionnels et congrès,Organisation de salons professionnels et congrès,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,14,,BD,SAINT MICHEL,75006,PARIS 6,,75106,0,,,0,,,,0,,,0,,
CONCUR (FRANCE) SAS,,,,,ETAP / EOLE / ETUDES & APPLICATIONS ON LINE / EOL / MYULYSSE,,,,,100 à 199 salariés,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes",Services d'information,Information et communication,True,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes ; portails Internet",Services d'information,Information et communication,,35,,RUE,D ALSACE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
PORTALP FRANCE,,,,,,,,,,100 à 199 salariés,Autres travaux d'installation n.c.a.,Autres travaux d'installation n.c.a.,Autres travaux d'installation,Travaux de construction spécialisés,Construction,True,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,4,,RUE,DES CHARPENTIERS,95330,DOMONT,,95199,0,,,0,,,,0,,,0,,
FRANCILIS,,,,,ACTEMIUM PARIS METAL,,,,,50 à 99 salariés,"Installation de structures métalliques, chaudronnées et de tuyauterie","Installation de structures métalliques, chaudronnées et de tuyauterie",Installation de machines et d'équipements industriels,Réparation et installation de machines et d'équipements,Industrie manufacturière,True,Réparation de machines et équipements mécaniques,Réparation de machines et équipements mécaniques,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation et installation de machines et d'équipements,Industrie manufacturière,PARC VALAD,5,,RUE,NIELS BOHR,77400,SAINT-THIBAULT-DES-VIGNES,,77438,0,,,0,,,,0,,,0,,
FAMILY SERVICES,,,,,,,,,,50 à 99 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,5,B,BD,GAMBETTA,95110,SANNOIS,,95582,0,,,0,,,,0,,,0,,
TRANSPERFECT TRADUCTIONS,,,,,,,,,,50 à 99 salariés,Traduction et interprétation,Traduction et interprétation,Traduction et interprétation,"Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",True,Traduction et interprétation,Traduction et interprétation,Traduction et interprétation,"Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",1 3 5,0,,RUE,PAUL CEZANNE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
STPS,,,,,,,,,,250 à 499 salariés,Travaux de terrassement spécialisés ou de grande masse,Travaux de terrassement spécialisés ou de grande masse,Travaux de préparation des sites,Travaux de construction spécialisés,Construction,True,Travaux de terrassement spécialisés ou de grande masse,Travaux de préparation des sites,Démolition et préparation des sites,Travaux de construction spécialisés,Construction,ZI SUD,0,,,SUR LES CARRIERES,77270,VILLEPARISIS,,77514,0,,,0,,,,0,,,0,,
SOLFERINO PARIS NORD,,,,,,,25HOURS HOTEL TERMINUS NORD,,,50 à 99 salariés,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,True,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,,12,,BD,DE DENAIN,75010,PARIS 10,,75110,0,,,0,,,,0,,,0,,
SCC FRANCE,,,,,SCC. SCC DIRECT. SCC EXCHANGE. SCC STORE,,,,,500 à 999 salariés,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels",Commerce de gros d'équipements de l'information et de la communication,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,96,,RUE,DES 3 FONTANOT,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
CARGLASS S.A.S.,,,,,CARGLASS PARE-BRISE COURBEVOIE,,CARGLASS,,,50 à 99 salariés,Commerce de détail d'équipements automobiles,Commerce de détail d'équipements automobiles,Commerce de détail d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,,107,,BD,DE LA MISSION MARCHAND,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
FINDUS FRANCE,,,,,,,,,,100 à 199 salariés,"Transformation et conservation de poisson, de crustacés et de mollusques","Transformation et conservation de poisson, de crustacés et de mollusques","Transformation et conservation de poisson, de crustacés et de mollusques",Industries alimentaires,Industrie manufacturière,True,"Transformation et conservation de poisson, de crustacés et de mollusques","Transformation et conservation de poisson, de crustacés et de mollusques","Transformation et conservation de poisson, de crustacés et de mollusques",Industries alimentaires,Industrie manufacturière,IMMEUBLE JUPITER,11,,BD,MONT D EST,93160,NOISY-LE-GRAND,,93051,0,,,0,,,,0,,,0,,
EURONEXT TECHNOLOGIES SAS,,,,,,,,,,100 à 199 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,14,,PL,DES REFLETS,92400,COURBEVOIE,CS 30064,92026,92054,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
PRESENCE 2000,,,,,,,,,,100 à 199 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,IMMEUBLE ORDINAL,63,,RUE,DES CHAUFFOURS,95000,CERGY,,95127,0,,,0,,,,0,,,0,,
VAN CLEEF & ARPELS MARKETING ET SERVICES,,,,,,,,,,100 à 199 salariés,Activités des agences de publicité,Activités des agences de publicité,Activités des agences de publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",True,Activités spécialisées de design,Activités spécialisées de design,Activités spécialisées de design,"Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",2 RUE DU QUATRE SEPTEMBRE ET,27,,RUE,VIVIENNE,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
