mapsName,mapsAddress,mapsSite,mapsPhone,firstMatch
Neteem,"22 Rue Guynemer, 78600 Maisons-Laffitte",neteem.com,09 72 19 38 53,True
Aneo,"122 Av. du Général Leclerc, 92100 Boulogne-Billancourt",aneo.eu,01 46 44 24 66,True
Munic,"100 Av. de Stalingrad, 94800 Villejuif",munic.io,01 42 11 93 25,True
Association S.B.D,"5 Rue de Rome, 93110 Rosny-sous-Bois",association-sbd.com,01 48 54 83 05,True
BCAuto Enchères,"5 Rue Charles de Gaulle, 94140 Alfortville",bca.com,01 43 99 63 63,True
Transdev Trans Val de France,"3 Rte de Messy, 77410 Charny",transdev-idf.com,01 60 01 93 38,True
Provera Alimentaire,"Domaine de, 1 Rue du Chenil, 77435 Croissy-Beaubourg",NA,01 64 62 79 00,True
SAS Sodivald Exploitation,"46 Rue de Nogent, 95290 L'Isle-Adam",NA,01 34 69 38 20,True
NOVARES,"361 Avenue du Général de Gaulle, 92140 Clamart",automobile-solutions-plastiques.com,01 55 95 55 94,True
Sodiam Exploitation,"D301, 95570 Moisselles",NA,01 39 35 39 39,False
Manutention Lourde - Déménagement Amtri,"6 Rue Eugène Durin, 93130 Noisy-le-Sec",amtri.fr,01 48 44 03 39,False
ASUS France,"1 Rue Galilée, 93160 Noisy-le-Grand",asus.com,01 49 32 96 50,False
Millon,"19 Rue de la Grange Batelière, 75009 Paris",millon.com,01 47 27 95 34,True
Océane Consulting,"8 Rue de Choiseul, 75002 Paris",oceaneconsulting.com,01 80 48 38 00,True
Wild Bunch Distribution,"65 Rue de Dunkerque, 75009 Paris",wildbunchdistribution.com,01 43 13 21 15,True
BearingPoint,"1 Passerelle des Reflets, 92400 Courbevoie",bearingpoint.com,01 58 86 30 00,True
Sogedev,"39 Rue du Gouverneur Général Éboué, 92130 Issy-les-Moulineaux",sogedev.com,01 55 95 80 08,True
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Nissan Automotive Europe,"8 Rue Jean Pierre Timbaud, 78180 Montigny-le-Bretonneux",nissan-europe.com,NA,True
Efisens Réseau Euralliance's,"7 Rue Sainte-Lucie, 75015 Paris",efisens.fr,01 44 37 07 07,True
AssessFirst,"10 Rue de la Paix, 75002 Paris",assessfirst.com,01 72 77 31 52,True
Nomination,"111 Rue du Château des Rentiers, 75013 Paris",nomination.fr,01 82 69 69 16,False
NA,NA,NA,NA,NA
Xl Transport,"60 Rue des Chauffours, 95002 Cergy",NA,NA,True
SG-Securite,"6 Rue Maryse Bastié, 91080 Évry-Courcouronnes",sg-securite.com,01 69 90 49 61,True
CWT,"40 Av. Pierre Lefaucheux, 92772 Boulogne-Billancourt",mycwt.com,01 41 33 60 00,True
Cevidis.,"32 Rue Berthie Albrecht, 95210 Saint-Gratien",NA,NA,True
uMEn,"5 Rue de Palestro, 75002 Paris",umen-mutuelles.fr,01 44 50 10 50,True
Atmosphères,"20 Rue Georges Méliès, 78390 Bois-d'Arcy",atmospheres.tm.fr,01 61 37 39 39,True
Andritz Selas SAS,"4 Av. Laurent Cély Hall A, 92600 Asnières-sur-Seine",andritz.com,01 40 80 34 00,True
Groupe COFEL,"57 Rue Yves Kermen, 92100 Boulogne-Billancourt",cofel.fr,01 41 90 28 28,True
NEOM,"2 Rue du Cottage Tolbiac, 94550 Chevilly-Larue",neom.pro,01 72 46 41 00,True
NA,NA,NA,NA,NA
Paris Express Services,"34 Av. du 8 Mai 1945, 92390 Villeneuve-la-Garenne",NA,NA,True
Pai Partners,"232 Rue de Rivoli, 75001 Paris",NA,NA,True
BMW Vélizy,"39 Av. Louis Breguet, 78140 Vélizy-Villacoublay",bmw-paris.fr,01 39 45 04 00,True
Agence INPUT SALES FORCES,"92 Rue Edouard Vaillant, 92300 Levallois-Perret",NA,NA,False
Arial Industries,"26-28 Rue de Londres, 75009 Paris",arial-industries.com,01 78 42 40 40,True
GTIE Tertiaire,"5 - 7 All. des Vignes, 91160 Champlan",gtie-tertiaire.com,01 69 74 70 30,True
Metropole Atelier,"177 Av. des Grésillons, 92230 Gennevilliers",metropole.me,01 41 11 81 10,True
Assystem,"Tour Egée, 11 All. de l'Arche 9, 92400 Courbevoie",assystem.com,01 41 25 29 00,True
NA,NA,NA,NA,NA
Aldi Entrepôt Ablis,"ZI Ablis Nord, Rue Antonins, 78660 Ablis",NA,NA,False
NEXITY,"19 Rue de Vienne, 75008 Paris",nexity.fr,01 85 55 10 00,True
Tereos,"77230 Chem. des Vignettes, 77230 Moussy-le-Vieux",tereos.com,01 64 66 55 00,False
DPD France,"Immeuble Vivaldi, 11-13 Rue René Jacques, 92130 Issy-les-Moulineaux",dpd.fr,09 70 80 85 66,True
Talentia Software,"4 Pl. des Vosges, 92400 Courbevoie",talentia-software.com,01 41 05 76 00,True
LTM,"25/27 Rue de l'Escouvrier, 95200 Sarcelles",ltmtransport.com,09 71 05 19 19,True
SICRA Île-de-France,"83-85 Rue Henri Barbusse, 92000 Nanterre",sicra-idf.fr,01 75 33 46 00,True
GALIAN,"89 Rue La Boétie, 75008 Paris",galian.fr,0 806 80 08 88,True
Internationale Mobilité,"20 bis Rue Louis Philippe, 92200 Neuilly-sur-Seine",internationalemobilite.fr,01 84 60 70 50,False
Maisons de Famille Oasis,"2 Rue Alphonse Lamartine, 78470 Saint-Rémy-lès-Chevreuse",maisonsdefamille.com,01 30 47 80 00,True
ARTELIA,"16 Rue Simone Veil, 93400 Saint-Ouen-sur-Seine",arteliagroup.com,NA,True
Making Prod,"46 Av. de Breteuil, 75007 Paris",makingprod.com,NA,False
Maisons de Famille Oasis,"2 Rue Alphonse Lamartine, 78470 Saint-Rémy-lès-Chevreuse",maisonsdefamille.com,01 30 47 80 00,True
McDonald's,"VILLEPARISIS RD 84 - ZI L'Ambrésis, 6 Av. Jean Monnet, 77270 Villeparisis",restaurants.mcdonalds.fr,01 60 93 90 37,True
Polysotis,"20 Rue Escoffier, 94220 Charenton-le-Pont",NA,01 43 53 35 87,True
MONOPRIX ANTONY,"16 Rue Auguste Mounié, 92160 Antony",monoprix.fr,01 46 66 01 67,True
Maison 123,"57-59 Rue Henri Barbusse, 92110 Clichy",stores.maison123.com,01 42 70 84 75,True
Enedis,"34 Pl. des Corolles, 92400 Courbevoie",enedis.fr,NA,True
RTE - Réseau de Transport d'Electricité,"La Défense, 7 C Place du DÔME, immeuble Window, Puteaux",rte-france.com,01 41 02 23 45,True
DOC'UP,"20 Rue d'Arras, 92000 Nanterre",doc-up.fr,0 825 82 56 61,False
Mutuelle La Mayotte,"165 Rue de Paris, 95680 Montlignon",mutuellelamayotte.fr,01 34 27 15 40,True
Hilton Paris La Défense,"2 Pl. de la Défense, 92800 Puteaux",hilton.com,01 46 92 10 10,True
Callson,"137 Rue Marcadet, 75018 Paris",callson.fr,01 70 39 22 00,True
5COM,"62 Rue Brancion, 75015 Paris",5com.fr,01 42 73 11 50,True
Tétris Paris,"Tour Coeur Défense, Immeuble, 110 Espl. du Général de Gaulle 100, 92400 Courbevoie",tetris-db.com,01 49 00 32 50,True
Arondor,"24-26 Rue de la Pépinière, 75008 Paris",arondor.com,01 71 18 21 00,True
Eiffage Énergie Systèmes - Clemessy Services,"2 Rue de Seine, 78260 Achères",eiffageenergiesystemes.com,01 39 11 81 05,True
IZI confort Siège Social,"11 Rue du Saule Trapu CS 85605, 91300 Massy",iziconfort.com,01 60 13 79 79,True
FONCIA | Agence Immobilière | Location-Syndic-Gestion-Locative | Antony | Av. le Brun,"11-15 Av. le Brun, 92160 Antony",fr.foncia.com,01 55 59 15 15,False
Texcell,"1 Rue Pierre Fontaine, 91000 Évry-Courcouronnes",texcell.com,01 60 91 33 10,True
SIX Financial Information France,"4 Rue de la Bourse, 75002 Paris",six-financial-information.com,01 53 00 01 00,True
Wagram Stories,"61 Rue de Turenne, 75003 Paris",wagram-stories.com,01 56 53 76 00,True
NA,NA,NA,NA,NA
Accenture,"118 Av. de France, 75013 Paris",accenture.com,01 53 23 55 55,True
DISTRI SECURITE,"2 Rue de la Haie aux Vaches, 78690 Les Essarts-le-Roi",distrisecurite.fr,01 30 46 52 65,True
NA,NA,NA,NA,NA
Place dentaire - Centre dentaire Paris Saint Antoine,"238 bis Rue du Faubourg Saint-Antoine, 75012 Paris",centre-dentaire-nation-saint-antoine.fr,01 42 55 55 42,False
IODA Group,"17 Rue Jean Daudin, 75015 Paris",iodagroup.com,07 66 40 99 46,False
Sbg Lutece,"1 Rue de Vitruve, 91140 Villebon-sur-Yvette",sbglutece.com,01 64 53 11 64,True
GR Welcome Services,"4 Rue Halévy, 75009 Paris",gr-welcome-services.com,01 44 90 25 40,True
CCL Package Label,"20 Av. Arago, 91380 Chilly-Mazarin",NA,01 64 54 41 41,True
Salaün Holidays Levallois,"76 Rue Aristide Briand, 92300 Levallois-Perret",agences.salaun-holidays.com,01 47 15 57 52,False
Buffet Crampon,"5 Rue Maurice Berteaux, 78711 Mantes-la-Ville",buffet-crampon.com,01 30 98 51 30,True
So Press,"15 Rue du Ruisseau, 75018 Paris",sopress.net,01 43 22 86 96,True
Nanobiotix,"60 Rue de Wattignies, 75012 Paris",nanobiotix.com,01 40 26 04 70,True
Centre Alzheimer Résidence La Bruyère et Accueil de jour,"1 Rue la Bruyère, 92500 Rueil-Malmaison",almage.com,01 47 10 26 26,True
Istra,"19 Rue de Lamirault, 77090 Collégien",NA,NA,True
Cosium,"7 Rue Jean Mermoz, 78000 Versailles",cosium.com,01 76 74 78 20,True
Cepl Eragny,"16 Av. du Gros Chêne, 95610 Éragny",id-logistics.com,01 34 48 39 00,True
BAFA,"10 Rue du Canal, 91070 Bondoufle",bafa-sa.com,01 60 86 82 83,True
GE,"204 Rond-Point du Pont De Sèvres, 92100 Boulogne-Billancourt",ge.com,01 85 32 20 00,True
Deveryware,"43 Rue Taitbout, 75009 Paris",deveryware.com,01 80 90 54 80,True
Korian,"21,23,25 Rue Balzac, 75008 Paris",korian.fr,01 55 37 52 00,True
Babilou,"60 Av. de l'Europe, 92270 Bois-Colombes",babilou.fr,01 76 31 16 02,True
NA,NA,NA,NA,NA
Matrix Johnson Health Tech,78550 Houdan,NA,01 30 68 62 80,True
KERIALIS,"80 Rue Saint-Lazare, 75009 Paris",kerialis.fr,01 70 99 15 00,True
Bgl Avigros,"2 Rue du Gers, 94150 Rungis Complexe",avigros.fr,01 46 86 74 73,True
E.Leclerc RAMBOUILLET,"Place de L'Europe Z.A.C de, 78120 Rambouillet",e.leclerc,01 30 41 08 12,True
EHPAD Le Château Dranem,"17 Av. de Rigny, 91130 Ris-Orangis",chateaudranem.com,01 69 06 20 08,True
Championnet Sports,"16 Rue Georgette Agutte, 75018 Paris",championnet-sports.fr,01 42 29 84 79,True
Clinique vétérinaire Evolia - Urgences 24/24 7/7,"43 Av. du Chemin Vert, 95290 L'Isle-Adam",veterinaire-evolia.com,01 34 69 10 16,True
Expertime,"bis, 80 Av. du Général-Leclerc, 78220 Viroflay",expertime.com,01 39 24 22 70,True
BCD Travel - France,"Le Belvédère, Cr Valmy 1-7, 92800 Paris",bcdtravel.com,01 80 98 62 42,True
NA,NA,NA,NA,NA
Atriom Consolidation et Reporting,"3 Place des Victoires, 75001 Paris",atriom.fr,01 58 22 22 30,True
EBSCO Information Services,"7 Rue Jacques Rueff, 92183 Antony",ebsco.com,01 40 96 47 00,True
SOLENT,"71 Bd national, 92250 La Garenne-Colombes",solent.fr,01 41 37 92 92,True
EHPAD Résidence Médicis Viry-Châtillon,"75 Rue Francoeur, 91170 Viry-Châtillon",medicisviry.com,01 60 48 45 45,True
Brainsonic,"45 Rue Sedaine, 75011 Paris",brainsonic.com,01 58 28 19 20,True
Nat System,"31 Cr des Juilliottes, 94700 Maisons-Alfort",natsystem.fr,01 45 14 73 73,True
EY France,"Tour First, La défense FR, 1 Pl. des Saisons, 92400 Courbevoie",ey.com,01 46 93 60 00,False
HP Inc,"14 Rue de la Verrerie, 92190 Meudon",NA,NA,True
Ménage à 3 / Ménage & Repassage,"Metro République, 16 Rue de la Fontaine au Roi, 75011 Paris",menagea3-services.fr,01 43 98 01 01,True
Coopaname,"7 Rue Albert Marquet, 75020 Paris",coopaname.coop,01 43 71 82 69,True
AF Interlog / Ferrari Group,"1 Rue Pierre Josse, 91070 Bondoufle",NA,01 64 97 32 17,True
BOUCHARA-RECORDATI,"70 Avenue du Général de Gaulle, 92800 Puteaux",recordati.com,01 45 19 10 00,True
NA,NA,NA,NA,NA
EHPAD Résidence de l'Orge,"10 Rue Louise Roger, 91180 Saint-Germain-lès-Arpajon",residencedelorge.com,01 60 83 14 94,True
ACENSI,"14 Rue du Général Audran, 92400 Courbevoie",NA,01 75 61 12 61,True
EHPAD Résidence Médicis Vanves,"26 Rue Diderot, 92170 Vanves",medicisvanves.com,01 41 90 64 00,True
Clinique de la Muette - Ramsay Santé,"46-48 Rue Nicolo, 75116 Paris",ramsaysante.fr,01 40 72 33 33,True
Axido,"64 Rue Louise Michel, 92300 Levallois-Perret",axido.fr,01 41 21 47 10,False
Jeff de Bruges,"12 Av. Joseph Paxton, 77164 Ferrières-en-Brie",jeff-de-bruges.com,01 64 66 63 00,True
TVH Consulting,"22 Rue Guynemer, 78600 Maisons-Laffitte",tvhconsulting.fr,01 34 93 17 27,True
Serine,"25 Av. de la Constellation, 95800 Cergy",NA,01 30 73 01 00,True
IOTA Industrie,"100 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine",iota-group.com,01 46 93 07 43,True
Pierre Fabre Oncologie,"33 Av. Emile Zola, 92100 Boulogne-Billancourt",pierre-fabre.com,01 49 10 80 00,False
ATLAS FOR MEN,"87 Rue La Boétie, 75008 Paris",atlasformen.fr,0 892 79 98 00,True
ba&sh - SHOWROOM,"67 Av. Raymond Poincaré, 75116 Paris",ba-sh.com,NA,True
Fp Industries,"70 Rue Auber, 94400 Vitry-sur-Seine",NA,NA,True
In Extenso experts-comptables Paris - Boulogne-Billancourt,"63ter Av. Edouard Vaillant, 92100 Boulogne-Billancourt",inextenso.fr,01 72 29 60 00,True
"Regus - La Défense, Tour Ariane","Tour Ariane, 5 Pl. de la Pyramide, 92800 Paris",regus.com,01 47 55 74 30,False
Polpo Brasserie,"47 Quai Charles Pasqua, 92300 Levallois-Perret",polpo-brasserie.fr,01 41 34 32 86,True
Clinique de Champigny - Ramsay Santé,"34 Rue de Verdun, 94500 Champigny-sur-Marne",ramsaysante.fr,01 86 86 10 01,True
PMP Strategy,"32 Bd Haussmann, 75009 Paris",pmpstrategy.com,01 55 04 77 00,True
Sushi Shop,"32 R. des Martyrs, 75009 Paris",sushishop.commander1.com,0 826 82 66 28,False
Asgc Sécurité Privé,"12 Rte de Corbeil, 91700 Sainte-Geneviève-des-Bois",asgc.fr,NA,True
STLG,"28 Rte de l'Île Saint-Julien, 94380 Bonneuil-sur-Marne",stlg.fr,01 56 86 29 30,True
Siege izac,"16 Av. de l'Europe 10, 92300 Levallois-Perret",NA,NA,False
Tessi,"39 Rue des Hautes Pâtures, 92000 Nanterre",NA,01 47 69 53 00,True
Mitel France,"1 Rue Arnold Schoenberg, 78286 Guyancourt",mitel.fr,01 30 96 42 00,True
Radiologie Paris Ouest - Centre Neuilly-sur-seine,"105 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine",radiologieparisouest.com,01 47 47 02 80,False
Intertrans Sarl,"1 Pl. Paul Verlaine, 92100 Boulogne-Billancourt",intertrans.fr,01 48 91 18 81,False
Atelier Protégé des Vvelines AP'Y Entreprise Adaptée,"7 All. de Giverny, 78290 Croissy",NA,01 39 65 52 12,True
EHPAD Résidence Médicis Maisons-Alfort,"1-3 Rue Amédée Chenal, 94700 Maisons-Alfort",medicisalfort.com,01 41 79 78 20,True
Bio-Rad,"3 Bd Raymond Poincaré, 92430 Marnes-la-Coquette",bio-rad.com,01 47 95 60 00,True
Keolis Mobilité Paris (PAM Francilien),"5 Rue Corbineau, 75012 Paris",NA,01 70 23 27 32,True
Fitness Park Group,"1 Avenue du Général de Gaulle, 92800 Puteaux",group.fitnesspark.com,01 86 52 88 00,True
Alliance Paris Est,"31 Rue de la Voûte, 75012 Paris",NA,01 53 17 37 37,True
Marathon Déménagement,"12 Rue des Terres Fortes, 77600 Chanteloup-en-Brie",marathon-demenagement.fr,01 60 07 06 07,True
Sequans,"Portes de la défense, Les, 15 Bd Charles de Gaulle, 92700 Colombes",NA,01 70 72 16 00,True
