mapsName,mapsAddress,mapsSite,mapsPhone,firstMatch
DKV Euro Service France,"13-17 Rue Pagès, 92150 Suresnes",dkv-mobility.com,0 800 21 02 08,True
Messer France S.A.S.,"24 Quai Gallieni, 92150 Suresnes",messer.fr,01 40 80 33 00,True
l'école des loisirs,"11 Rue de Sèvres, 75006 Paris",ecoledesloisirs.fr,01 42 22 94 10,True
Petit Forestier - Location de véhicules frigorifiques,"29 Rte de Tremblay, 93420 Villepinte",petitforestier.com,01 41 52 52 52,False
Mirault Les Etuis,"6 Rue Marcel Dassault, 93360 Neuilly-Plaisance",lesetuismirault.fr,01 43 00 11 88,True
Lectra,"18 Rue Chalgrin, 75016 Paris",lectra.com,01 53 64 42 00,True
Centre National Interprofessionnel de l'Economie Laitière C.N.I.E.L,"42 Rue de Châteaudun, 75009 Paris",NA,01 49 70 71 11,True
Snetor,"11 Av. Dubonnet, 92400 Courbevoie",snetor.com,01 49 04 88 88,True
Saint Gobain Recherche,"39 Quai Lucien Lefranc, 93300 Aubervilliers",sgr-paris.saint-gobain.com,01 48 39 58 00,True
Keolis Portes et Val de Brie - COB de Roissy,"6 Sq. Louis Blanc, 77680 Roissy-en-Brie",iledefrance-mobilites.fr,01 80 97 93 41,True
Permaswage,"7 Rue des Dames, 78340 Les Clayes-sous-Bois",pccfasteners.com,01 30 79 17 20,True
Siège ORPEA,"12 Rue Jean Jaurès, 92800 Puteaux",orpea.com,01 47 75 78 07,True
Phone Régie,"22 Rue Violet, 75015 Paris",phone-regie.com,01 53 58 60 00,True
Setha Etude Travaux Hydrauliques et Adductions,"144 Av. Henri Barbusse, 93000 Bobigny",setha.fr,01 41 64 90 30,True
MC93 - Maison de la Culture de Seine-Saint-Denis,"9 Bd Lénine, 93000 Bobigny",mc93.com,01 41 60 72 60,True
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Setec Hydratec,"42 Quai de la Rapée, 75012 Paris",NA,NA,True
Etablissements Guy Harang,"Rue du Moulin des Arts, 78550 Houdan",NA,01 30 88 16 50,True
Epa Sénart - Etablissement Public d'Aménagement de l'Opération d'Intérêt National de Sénart (OIN de Sénart),"La Grange Prévôté, 77176 Savigny-le-Temple",epa-senart.fr,01 64 10 15 15,True
NA,NA,NA,NA,NA
ERAMET IDEAS,"1 Rue Albert Einstein, 78190 Trappes",NA,01 30 66 27 27,True
Svp Transport,"99 Rue de la Bongarde, 92230 Gennevilliers",NA,NA,True
APS Coatings,"Zi de Noisiel, Rue de la Mare Blanche, 77186 Noisiel",aps-coatings.fr,01 60 37 50 00,True
Jardiland,"1 All. de l'air du Temps n° 1, 77127 Lieusaint",jardiland.com,01 60 60 84 48,True
Allianz Partners,"Eurosquare 2, 7 Rue Dora Maar, 93400 Saint-Ouen-sur-Seine",allianz-partners.com,01 53 25 53 25,True
Pirelli,"45 Rue des 3 Sœurs, 93420 Villepinte",NA,01 49 89 77 00,True
PREVOTE LOCATION,"1 Rte de Clermont, 95340 Persan",prevote.com,01 39 37 40 00,True
Bloc Feu Protection Sauvegarde Patrimoine,"9 Av. du 1er Mai, 91120 Palaiseau",bloc-feu-psp-palaiseau.fr,01 69 32 18 18,True
STIME,"123 Av. de la République, 92320 Châtillon",mousquetaires.com,01 41 48 30 00,True
Séquano,"Immeuble Irrigo, 27 Rue de Paris CS 60 002, 93019 Bobigny cedex",sequano.fr,01 48 96 64 00,True
Château de Villemoisson,"1 Rue Hérault de Séchelles, 91360 Villemoisson-sur-Orge",chateaudevillemoisson.fr,01 69 04 00 00,True
Sodexo,"255 Quai de Stalingrad, 92130 Issy-les-Moulineaux",sodexo.com,01 30 85 75 00,True
STRADAL,"47 Av. des Genottes, 95800 Cergy",stradal.fr,01 34 25 55 55,True
G7 Taxi Services,"48 Rue Eugène Berthoud, 93403 Saint-Ouen-sur-Seine",g7taxis.fr,01 49 48 38 00,True
Kubota Europe,"19-25 Rue Jules Vercruysse, 95100 Argenteuil",kubota-eu.com,01 34 26 34 34,True
Paule Ka,"45 Rue François 1er, 75008 Paris",pauleka.com,01 47 20 76 10,False
Nestlé France,"34-40 Rue Guynemer, 92130 Issy-les-Moulineaux",nestle.fr,0 809 40 04 12,True
NA,NA,NA,NA,NA
Maison de Retraite des Sœurs Augustines,"23 Rue Edouard Charton, 78000 Versailles",maison-augustines-versailles.fr,01 39 20 19 39,True
Pernod Ricard,"5 Cr Paul Ricard, 75008 Paris",pernod-ricard.com,01 70 93 16 00,True
Intel Corporation,"2 Rue de Paris, 92190 Meudon",intel.fr,01 58 87 71 71,True
Naturalia France,"14 - 16 Rue Marc Bloch, 92110 Clichy",naturalia.fr,0 800 03 40 35,True
"Groupe CEGI (CEGI, CEGI Santé, CEGI Alfa)","63 Bis Bd Bessières, 75017 Paris",cegi.fr,01 40 25 30 00,True
Societe PERI France,"Zone Industrielle Nord, 34-36 Rue des Frères Lumière, 77100 Meaux",peri.fr,01 64 35 24 40,True
Crédit Logement,"50 Bd de Sébastopol, 75003 Paris",creditlogement.fr,01 44 61 60 01,True
LTD EXPRESS,"29 Rue Anselme, 93400 Saint-Ouen-sur-Seine",NA,01 87 65 08 99,False
Café de Flore,"172 Bd Saint-Germain, 75006 Paris",cafedeflore.fr,01 45 48 55 26,True
WWF France,"35-37 Rue Baudin, 93310 Le Pré-Saint-Gervais",wwf.fr,01 71 86 40 60,True
Sto Siège Social,"224 rue Michel Carré – CS40045, 95872 Bezons",sto.fr,01 34 34 57 00,True
Saipem SA,"7 Av. de San Fernando, 78180 Montigny-le-Bretonneux",saipem.fr,01 61 37 88 88,True
Louis Berger International,"15 Rue de Vanves, 92100 Boulogne-Billancourt",louisbergerinternational.com,NA,True
BBGR,"22 Rue de Montmorency, 75003 Paris",bbgr.com,NA,True
NA,NA,NA,NA,NA
AMICA groupe SNEF,"116 Quai de Bezons, 95100 Argenteuil",snef.fr,01 46 25 84 00,True
Konica Minolta Business Solutions,"365-367 Rte de Saint-Germain, 78420 Carrières-sur-Seine",konicaminolta.fr,01 30 86 60 00,True
Banque Transatlantique,"26 Av. Franklin Delano Roosevelt, 75008 Paris",banquetransatlantique.com,01 56 88 77 77,True
La Comédie Française,"1 Place Colette, 75001 Paris",comedie-francaise.fr,01 44 58 15 15,True
"Sponsorisé
Audrey DEVADER, Avocat","11 Rue Portalis, 75008 Paris",business.site,06 87 35 38 08,False
Chambre des Notaires de Paris,"Pendant les travaux au 18 rue Pasquier, 75008, 12 Av. Victoria, 75001 Paris",paris.notaires.fr,01 44 82 24 00,True
Institut de l'Elevage,"149 Rue de Bercy, 75012 Paris",idele.fr,01 40 04 51 50,True
Complexe omnisports Géo André (Stade Français),"2 Rue du Commandant Guilbaud, 75016 Paris",stadefrancais.com,01 40 71 33 33,False
Maison des Sportifs,"254 Av. de la Division Leclerc, 92290 Châtenay-Malabry",NA,01 43 50 47 62,False
Clinique Médicale de Ville d'Avray,"23 Rue Pradier, 92410 Ville-d'Avray",cmva92.com,01 47 09 05 81,True
NA,NA,NA,NA,NA
Toyota Material Handling France - Centre de formation CACES 77,"4 Av. de l'Europe, 77600 Bussy-Saint-Georges",toyota-forklifts.fr,01 64 77 85 00,True
Silliker-Mérieux NutriSciences,"25 Bd de la Paix, 95800 Cergy",merieuxnutrisciences.fr,0 820 56 20 30,False
Crédit Social des Fonctionnaires - CSF Siège,"9 Rue du Faubourg Poissonnière, 75009 Paris",csf.fr,01 53 36 10 40,True
Cegedim Outsourcing,"15 Rue Paul Dautier, 78140 Vélizy-Villacoublay",cegedim-outsourcing.fr,01 34 58 35 00,True
NA,NA,NA,NA,NA
Fédération Française de la Randonnée Pédestre,"64 Rue du Dessous des Berges, 75013 Paris",ffrandonnee.fr,01 44 89 93 90,False
Cogerest,"280 impasse Anita Conti, 77127 Lieusaint",restalliance.fr,01 60 49 11 11,False
Europcar Mobility Group,"13 Ter Bd Berthier, 75017 Paris",europcar-mobility-group.com,01 30 44 90 00,True
Thermo Fisher Scientific,"16 Av. du Québec SILIC 765, 91140 Les Ulis",thermofisher.com,01 60 92 48 00,False
Fédération française de Football,"87 Bd de Grenelle, 75015 Paris",fff.fr,01 44 31 73 00,False
CMC agnès b.,"17 Rue Dieu, 75010 Paris",agnesb.com,01 40 03 45 00,False
SARPI-VEOLIA (Siège),"427 Rte du Hazay, 78520 Limay",sarpi.veolia.com,01 34 97 25 25,False
CLINALLIANCE Ehpad REPOTEL Marcoussis,"Rue Eugène Moutard Martin, 91460 Marcoussis",clinalliance.fr,01 69 80 13 00,True
ROTH France,"78 Rue Ampère, 77400 Lagny-sur-Marne",roth-france.fr,01 64 12 44 44,True
Groupe GM Aficom,"10 Rue des Bergers, 75015 Paris",groupegm.eu,01 45 75 35 94,True
Transdev STBC,"75 Rue Gustave Nast, 77500 Chelles",transdev-idf.com,01 64 72 00 54,False
Autocars R. Suzanne,"4 Av. Winston Churchill, 94190 Villeneuve-Saint-Georges",autocars-suzanne.fr,01 43 89 38 38,True
Le Clos,"1 Rue Nationale, 95490 Vauréal",institutcloslevallois.fr,01 34 43 60 07,False
Avec la clinique Saint-Jean l'Ermitage,"98 Av. du Général Patton, 77000 Melun",clinique-saint-jean-ermitage.fr,01 64 71 54 00,True
Crédit Agricole Corporate & Investment Bank,"12 Pl. des États Unis CS 70052, 92547 Montrouge",ca-cib.com,01 41 89 00 00,False
SCP WARGNY LELONG & Associés,"22 Av. Henri Barbusse, 92700 Colombes",wargny-lelong.notaires.fr,01 55 66 87 00,True
Baxter,"4 bis Rue de la Redoute, 78280 Guyancourt",baxter.fr,01 34 61 50 50,True
ATEQ,"15 Rue des Dames, 78340 Les Clayes-sous-Bois",ateq.com,01 30 80 10 20,True
Automatic Systems,"22 Rue du 8 Mai 1945, 95340 Persan",automatic-systems.com,01 30 28 95 50,True
Keesing France,"53 Rue Raspail, 92300 Levallois-Perret",sportcerebral.com,01 41 49 09 59,True
Securitas,"253 Quai de la Bataille de Stalingrad, 92130 Issy-les-Moulineaux",securitas.fr,01 41 33 84 00,True
PAP Particulier à Particulier,"45 Rue du Cardinal Lemoine, 75005 Paris",pap.fr,01 40 56 33 33,True
U Enseigne Coopérative,"20 Rue d'Arcueil, 94150 Rungis",magasins-u.com,01 45 15 95 00,True
NA,NA,NA,NA,NA
RENAULT Créteil - KEOS,"37 Rue de Valenton, 94000 Créteil",renault-creteil.fr,01 45 17 98 00,True
Esat Berthier,"7 Av. de la Prte de Clichy, 75017 Paris",esatberthier.fr,01 42 28 24 06,False
E.P.S.P.,"14 Av. du Valquiou batiment c6, 93290 Tremblay-en-France",epsp.fr,01 48 64 94 46,False
RENAULT NOISIEL - BRIE DES NATIONS,"4-6 Av. Pierre Mendès France, 77186 Noisiel",briedesnations.fr,01 60 05 92 92,False
Fédération Française de Karaté,"39 Rue Barbès, 92120 Montrouge",ffkarate.fr,01 41 17 44 40,True
Otto Bock France,"4 Rue de la Réunion, 91940 Les Ulis",ottobock.fr,01 69 18 88 30,True
Districom Sales And Marketing,"Tour d'asnières, 1 Rue Louis Armand Hall B, 92600 Asnières-sur-Seine",districomsam.fr,01 41 21 77 77,True
Mobi Fleet Leasing,"7 Av. Nicéphore Niépce, 78180 Montigny-le-Bretonneux",NA,01 30 05 95 83,True
Hôpital privé d'Antony - Ramsay Santé,"1 Rue Velpeau, 92160 Antony",ramsaysante.fr,01 46 74 37 00,True
Médecins Sans Frontières,"34 Av. Jean Jaurès, 75019 Paris",msf.fr,01 40 21 29 29,True
STOCK 12 inventaires,"17 Rue Auguste Gervais, 92130 Issy-les-Moulineaux",stock12.com,01 41 90 12 92,True
Antony Habitat,"8 Av. Léon Harmel, 92160 Antony",hdb-habitat.fr,0 805 02 54 28,True
Stago,"3 All. Theresa CS 10009, 92600 Asnières-sur-Seine",stago.com,01 46 88 20 20,True
ORANO - Le Prisme,"125 Av. de Paris, 92320 Châtillon",orano.group,01 34 96 00 00,True
"Sponsorisé
Atol Mon Opticien","46 Rue Auguste Mounié, 92160 Antony",atol.fr,01 57 19 05 51,False
Coopérative Agricole Ile de France Sud,"Zone Industrielle les, Rue des Rochettes, 91150 Morigny-Champigny",idfscoop.com,01 69 92 10 10,True
"Sponsorisé
MACIF Assurances","1 Prom. Jean Rostand, 93000 Bobigny",agence.macif.fr,09 69 39 49 49,False
Warning+ Villeneuve-la-Garenne,"34 Av. du 8 Mai 1945, 92390 Villeneuve-la-Garenne",warning.fr,NA,False
Rockpanel,"111 Rue du Château des Rentiers, 75013 Paris",rockpanel.fr,01 40 77 83 35,True
Sleevpac-Decosleeve,"12 Av. Louis Braille, 91420 Morangis",sleever-machines.com,01 69 74 75 76,False
Symphony EYC,"37 Rue du Colonel Pierre Avia, 75015 Paris",symphonyretailai.com,01 46 48 28 72,True
GETRAC,"20 Bd de Beaubourg, 77183 Croissy-Beaubourg",getrac-shop.com,01 60 05 83 81,False
GS1 France,"21 Bd Haussmann, 75009 Paris",gs1.fr,01 40 22 18 00,True
NA,NA,NA,NA,NA
CARTADIS,"Zone des Marais, 1 Avenue Louison Bobet, 94120 Fontenay-sous-Bois",cartadis.com,01 48 77 40 60,True
TERCA,"5 Rue Lavoisier, 77400 Lagny-sur-Marne",terca.fr,01 60 07 56 05,False
Terres d'Aventure,"30 Rue Saint-Augustin, 75002 Paris",terdav.com,01 70 82 90 00,True
Société Europeenne des Produits Réfractaires S.E.P.R,"18 Carr d'Alsace, 92400 Courbevoie",NA,01 47 62 37 00,False
Scandinavian Tobacco Group France,"55 Av. des Champs Pierreux, 92000 Nanterre",st-group.com,01 55 17 72 50,True
Clinique de la Défense -RamsaySanté,"16 Bd Emile Zola, 92000 Nanterre",ramsaysante.fr,01 46 69 29 65,True
VEGA Investment Managers,"115 Rue Montmartre, 75002 Paris",vega-im.com,01 58 19 61 00,True
Dufay Mandre,"Rte de Cossigny, 77173 Chevry-Cossigny",dufaymandre.fr,01 60 62 55 30,True
Ronjat,"40 Rue des Cerisiers, 78370 Plaisir",NA,01 30 81 05 05,False
Euro Fromage,"Av. Charles de Gaulle, 93240 Stains",NA,01 49 40 63 00,True
Capelli Île-de-France,"43 Rue du Faubourg Saint-Honoré, 75008 Paris",capelli-immobilier.fr,01 44 90 81 10,True
Capelli Île-de-France,"43 Rue du Faubourg Saint-Honoré, 75008 Paris",capelli-immobilier.fr,01 44 90 81 10,True
Capelli Île-de-France,"43 Rue du Faubourg Saint-Honoré, 75008 Paris",capelli-immobilier.fr,01 44 90 81 10,True
Sotrema,"33 Rue Gustave Eiffel, 78710 Rosny-sur-Seine",sotrema-environnement.fr,01 30 98 36 40,True
Valeo Service,"70 Rue Pleyel, 93200 Saint-Denis",valeo.com,01 49 45 32 32,True
Wilmotte & Associés SAS d’Architecture,"68 Rue du Faubourg Saint-Antoine, 75012 Paris",wilmotte.com,01 53 02 22 22,True
Eurofil,"70 Av. de l'Europe, 92270 Bois-Colombes",eurofil.com,02 32 82 45 01,False
FONCIA | Agence Immobilière | Location-Syndic-Gestion-Locative | Paris 14ème| R. Raymond Losserand,"200 Rue Raymond Losserand 200, 75014 Paris",fr.foncia.com,01 56 54 39 29,True
Orona,"9 Rue des Amériques, 94370 Sucy-en-Brie",NA,NA,True
"Sponsorisé
MERCEDES-BENZ TECHSTAR MELUN by autosphere","140 Av. Anna Lindh, 77240 Vert-Saint-Denis",mercedes-benz-melun.fr,01 64 14 15 16,False
Menuiserie Bonnardel,"2 Av. du Président Paul Séramy, 77870 Vulaines-sur-Seine",bonnardel.fr,01 64 69 54 80,True
ESAT Paul Besson - Association Revivre,"1 à 7 Chem. de la Roche du Temple, 91150 Étampes",paul-besson91.com,01 64 94 50 36,True
Etandex,"2 Av. du Pacifique, 91940 Les Ulis",etandex.fr,01 69 33 62 00,True
Argedis,"23 Rue François Jacob, 92500 Rueil-Malmaison",argedis.com,01 55 17 62 68,True
Titeflex,"22 Av. Maurice Chevalier, 77330 Ozoir-la-Ferrière",NA,01 60 18 52 00,True
HOYA Vision Care France,"Rue Willy Brandt, 77184 Émerainville",hoyavision.com,0 811 90 46 92,True
Biotronik France,"2 Rue Nicolas Ledoux, 94150 Rungis",biotronik.fr,01 46 75 96 60,True
Proximity Paris,"52 Av. Emile Zola, 92100 Boulogne-Billancourt",proximity.fr,01 41 23 41 23,False
Lacoste,"37 Bd de Montmorency, 75016 Paris",lacoste.com,NA,True
Nasco France,"171 Rue de Buzenval, 92380 Garches",nascofrance.com,01 47 95 97 00,True
Sermat,"249 Rue de la Garenne, 92000 Nanterre",sermataero.fr,01 46 52 68 68,True
Les Vitrines du Monde,"30 Rue du Sergent Bauchat, 75012 Paris",NA,01 44 68 42 90,False
BDO,"7 Rue du Parc de Clagny, 78000 Versailles",bdo.fr,01 30 83 91 70,True
Promogim Île-de-France,"22 Rue de Bellevue, 92100 Boulogne-Billancourt",promogim.fr,01 48 25 46 25,True
Groupe Guinier 1823,"71 Rue Etienne Dolet, 94140 Alfortville",spinnaker-guinier.com,01 43 96 10 22,False
Super U et Drive,"18 Bd de la République, 92420 Vaucresson",coursesu.com,01 47 41 55 12,True
IPSEN,"65 Quai Georges Gorse, 92100 Boulogne-Billancourt",ipsen.com,01 58 33 50 00,True
SNAVEB - Agence de MELUN,"608 Rue du Maréchal Juin, 77000 Melun",agence.sarp-assainissement.fr,01 64 37 05 59,True
Ehpad St Joseph - SIAMPADH,"41 Av. de Fontainebleau, 77760 La Chapelle-la-Reine",essaimgatinais.fr,01 64 24 32 36,True
Société de Manutention de Carburants Aviation (SMCA),"Chem. de Livry, 95380 Chennevières-lès-Louvres",NA,01 34 47 30 30,True
Fonderie de Gentilly,"ZI du Bois de l'Epine, 13-14 Rue Jules Guesde, 91130 Ris-Orangis",NA,01 60 77 25 66,True
OC GIF,"Parc des Sports Michel Pelchat, All. du Parc, 91190 Gif-sur-Yvette",ocgif.com,01 69 07 15 95,True
Trans Air Freight - TAF ROISSY CDG,"4 Rue du Te Bâtiment 3451, 93290 Tremblay-en-France",taftrans.fr,01 41 84 04 40,False
NA,NA,NA,NA,NA
Hôpital Privé Nord Parisien (HPNP).,"3 Bd Maréchal de Lattre de Tassigny, 95200 Sarcelles",hpnp.fr,01 39 92 70 00,True
STRF & Chadel / groupe Eurovia Vinci,"57 Rue de la Libération, 91590 Boissy-le-Cutté",eurovia.fr,01 69 23 26 26,False
Guerbet Group,"15 Rue des Vanesses, 93420 Villepinte",guerbet.com,01 45 91 50 00,True
Vernet Group (HQ),"21 Rte d'Arpajon, 91340 Ollainville",vernet-group.com,01 69 26 82 82,True
Duval Paris,"51 Rue Ledru Rollin, 94220 Ivry-sur-Seine",duval-paris.com,01 41 65 40 00,True
NA,NA,NA,NA,NA
Vert Limousin,"184 Chau. Jules César, 95250 Beauchamp",vert-limousin.com,01 34 18 71 30,True
KOMET FRANCE,"18 Rue Fourcroy, 75017 Paris",komet.fr,01 43 48 89 90,True
AKKODIS (Akka),"Albero - Les Quadrants, 3 Av. du Centre, 78280 Guyancourt",akkodis.com,01 79 92 40 00,True
Audika France - Siège,"231 Rue des Caboeufs, 92230 Gennevilliers",audika.fr,01 55 37 30 30,True
NA,NA,NA,NA,NA
E.I.B.B Etude Immobilière de Boulogne Billancourt,"86 Rue de Bellevue, 92100 Boulogne-Billancourt",NA,01 46 05 17 00,False
Mediawan Thematics,"7-15 Rue du Dôme, 92100 Boulogne-Billancourt",mediawan.fr,01 49 22 20 01,False
Agence immobilière l'Adresse Boulogne-Billancourt,"83 Rue de Bellevue, 92100 Boulogne-Billancourt",NA,01 80 88 52 10,False
NA,NA,NA,NA,NA
Apside Groupe,"58 Av. du Général Leclerc, 92100 Boulogne-Billancourt",apside.fr,01 41 10 01 61,True
Restaurant Campanile,"1 Pl. des Degrés, 92800 Puteaux",campanile.com,06 08 48 71 41,False
Societe Beillot,"31 Rue de Chevreuse, 78310 Maurepas",NA,01 30 49 18 83,True
Tractebel,"5 Rue du 19 Mars 1962, 92622 Gennevilliers",tractebel-engie.com,01 41 85 03 69,True
NA,NA,NA,NA,NA
Mercedes-Benz & smart - Como Fontenay,"189 Av. du Maréchal - de - Lattre - de - Tassigny, 94120 Fontenay-sous-Bois",como.fr,01 48 77 09 09,True
NA,NA,NA,NA,NA
R2B | Fabricant d'Optiques de précision,"5 Rue des Carriers Italiens, 91350 Grigny",my.matterport.com,01 69 43 32 31,False
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Prodemo,"137 Av. de Lattre de Tassigny, 93800 Épinay-sur-Seine",NA,01 48 41 35 75,True
Melavie,"83 Av. de la République, 91230 Montgeron",melavie.fr,01 69 03 51 84,True
Bonfiglioli Transmissions,"14 Rue Eugène Pottier, 95670 Marly-la-ville",bonfiglioli.fr,01 34 47 45 10,True
Signia SAS,NA,signia-pro.com,01 49 33 15 15,False
Sofreco,"92 Bd Victor Hugo, 92110 Clichy",sofreco.com,01 41 27 95 95,True
sud express,"52 Rue du Faubourg Poissonnière, 75010 Paris",sudexpress.com,01 42 26 62 15,True
Trelleborg Sealing Solutions France SAS,"38 Rue Jean Mermoz, 78600 Maisons-Laffitte",trelleborg.com,01 30 86 56 00,True
Petit Futé,"18 Rue des Volontaires, 75015 Paris",petitfute.com,01 53 69 70 00,True
Microport CRM,"4 Av. Réaumur, 92140 Clamart",crm.microport.com,01 46 01 33 33,True
Association Ordre de Malte France,"42 Rue des Volontaires, 75015 Paris",ordredemaltefrance.org,01 45 20 80 20,True
LBMB Notaires,"25 Av. Marceau, 75016 Paris",lbmb-notaires.com,01 47 66 02 66,True
Select Service Partners France,"5 Rue Charles de Gaulle, 94140 Alfortville",foodtravelexperts.com,01 75 64 46 00,True
Transports Champagnat,"14 Av. des Châtaigniers, 95150 Taverny",NA,01 30 40 77 77,True
GROUPE M SERVICE,"18 Rue St Vincent de Paul, 75010 Paris",groupemservice.fr,01 48 78 25 25,True
GVA Sa,"105 Av. Raymond Poincaré, 75116 Paris",gva.fr,01 45 00 76 00,True
Coopérative Giphar,"38 bis Rue du Fer à Moulin, 75005 Paris",pharmaciengiphar.com,01 40 13 79 79,True
Hôpital privé de l'Ouest Parisien - Ramsay Santé,"14 Rue Castiglione del Lago, 78190 Trappes",ramsaysante.fr,01 86 86 78 78,True
MIF : Mutuelle Ivry (la Fraternelle),"23 Rue Yves Toudic, 75481 Paris",mifassur.com,09 70 15 77 77,True
Helbul,"231 Av. Laurent Cély, 92230 Gennevilliers",helbul.fr,01 41 21 59 22,True
Saretec,"9 Rue Georges Enesco, 94000 Créteil",saretec.fr,01 49 56 84 00,True
Mettler Toledo,"18 - 20 Av. de la Pépinière, 78220 Viroflay",mt.com,01 30 97 17 17,True
Toshiba TIDF,"1 Rue Auguste Perret, 94150 Rungis",NA,01 79 86 12 23,False
Ensio (Ex-SADE Télécom),"361 Avenue du Général de Gaulle, 92140 Clamart",sade-telecom.fr,01 40 83 66 50,True
Audika France - Siège,"231 Rue des Caboeufs, 92230 Gennevilliers",audika.fr,01 55 37 30 30,True
Paradis Latin,"28 Rue du Cardinal Lemoine, 75005 Paris",paradislatin.com,01 43 25 28 28,True
TIP Group Paris Sud,"Av. de la Tremblaie, 91220 Le Plessis-Pâte",tip-group.com,01 60 76 85 20,True
Siège Sodexo France,"6 Rue de la Redoute, 78280 Guyancourt",fr.sodexo.com,01 30 85 75 00,True
Ciblex France,"97 Rue Mirabeau, 94200 Ivry-sur-Seine",ciblex.fr,01 49 87 49 87,True
Herta,"Immeuble Maille Nord, 16 Bd du Mont d'Est 4, 93160 Noisy-le-Grand",herta.fr,NA,True
Les Halles Mandar,"25 Rue des Antilles Bâtiment i2, 94150 Rungis",leshallesmandar.com,01 41 80 50 00,False
Clinique Blomet - Ramsay Santé,"136 bis Rue Blomet, 75015 Paris",ramsaysante.fr,01 86 86 45 37,True
Bose,"26-28 Av. de Winchester, 78100 Saint-Germain-en-Laye",bose.fr,01 30 61 63 63,True
Collège/Lycée Notre Dame de Bury,"1 Av. Georges Pompidou, 95580 Margency",bury-rosaire.fr,01 34 27 38 00,True
NA,NA,NA,NA,NA
E.Leclerc ROSNY SOUS BOIS,"32-34 Rue du Général Gallieni, 93110 Rosny-sous-Bois",e.leclerc,01 45 28 14 10,True
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Kelly Services,"9 Cr du Triangle Bâtiment D, 92800 Puteaux",kellyservices.fr,01 58 74 67 67,True
Intermarché SUPER Vigneux,"5 Av. Henri Barbusse, 91270 Vigneux-sur-Seine",intermarche.com,01 74 06 21 30,True
Axa Partners,"6 Rue André Gide, 92320 Châtillon",axapartnersfrance.fr,01 55 92 40 00,True
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Orpi France,"20 Rue Charles Paradinas, 92110 Clichy",orpi.com,01 53 80 99 99,True
Club Chevry II,"Maison des Peupliers, Place de la Convention, 91190 Gif-sur-Yvette",clubchevry2.com,01 60 12 25 61,False
VALOR Portage,"Parvis de la Défense, Paroi Nord de la Grande Arche, 1 Pass. de l'Arche, 92044 Puteaux",valor-portage.fr,01 55 62 19 19,True
CHRRF La Châtaigneraie,"rue Bernard Astruc, 95180 Menucourt",lachataigneraie.fr,01 34 46 65 65,False
"Association Aide à Domicile Centre77 - aide, soins et hospitalisation à domicile","23 Rue du Général Leclerc, 77540 Rozay-en-Brie",centre77.fr,01 64 07 76 10,True
Apui Ass Urbanisme Intégré,"10 Rue de la Justice Mauve, 95000 Cergy",NA,01 34 41 28 99,True
Interparking Services,"8 Rue Saint-Honoré, 78000 Versailles",NA,NA,False
Ethypharm,"194 Bureaux de la Colline, 92210 Saint-Cloud",ethypharm.com,01 41 12 17 20,True
Basf Coatings Services,"16 Rue Jean Mermoz, 77290 Compans",NA,0 810 19 08 39,True
Renault Orsay Les Ulis - Groupe Losange Autos,"5 Av. des Tropiques, 91940 Les Ulis",losangeautos.fr,01 60 92 69 69,True
CRMA,"14 Av. Gay Lussac, 78990 Élancourt",crma.fr,01 30 68 00 68,True
Retail Renault Group,"2 Av. Denis Papin, 92140 Clamart",renault-retail-group.fr,NA,True
Tour Saint-Gobain,"12 Pl. de l'Iris, 92400 Courbevoie",saint-gobain.com,01 88 54 00 00,True
M.Charraire,"24-26 Quai Jules Guesde, 94400 Vitry-sur-Seine",mcharraire.fr,01 47 18 33 33,True
Le Point,"1 Bd Victor, 75015 Paris",lepoint.fr,01 44 10 10 10,True
Saunier Duval - direction régionale Ile-de-France,"8 Av. Pablo Picasso, 94120 Fontenay-sous-Bois",saunierduval.fr,01 56 71 83 30,True
Cavime,"Rue des Champarts, 77820 Le Châtelet-en-Brie",cavime.com,01 60 66 60 35,True
Caderas Martin,"43 Rue de Liège, 75008 Paris",caderas-martin.com,01 44 90 25 25,True
NA,NA,NA,NA,NA
Bamesa France,"8 Rte de Stains, 94380 Bonneuil-sur-Marne",bamesa.com,01 45 13 44 20,True
Périphérique Nord,"105 Rue Salvador Allende, 95870 Bezons",NA,01 34 34 38 38,True
Secafi,"20-24 Rue Martin Bernard, 75013 Paris",NA,01 53 62 70 00,True
GEZE France S.A.R.L.,"ZAC de l’Orme Rond, 11 Rue de Périgny, 77170 Servon",geze.fr,01 60 62 60 70,True
SMRD BAT 92,"42 Rue du Commandant Rolland, 93350 Le Bourget",NA,01 48 38 71 01,False
"SELAS Le Gal, Tagot, Bertin et Allilaire, notaires associés","3 Pl. Chapu, 77000 Melun",office3placechapu-melun.notaires.fr,01 64 37 04 22,True
Clinique des Champs Elysées Paris - Chirurgie et médecine esthétique,"61 Av. Franklin Delano Roosevelt, 75008 Paris",crpce.com,01 53 77 25 88,True
Délifrance,"99 Rue Mirabeau, 94200 Ivry-sur-Seine",delifrance.com,01 49 59 75 00,True
Association Sportive de Bondy,"4 Av. Marx Dormoy, 93140 Bondy",asbondy.com,01 48 02 03 03,True
