mapsName,mapsAddress,mapsSite,mapsPhone,firstMatch
Centre Cardiologique du Nord,"32 - 36 Rue des Moulins Gémeaux, 93200 Saint-Denis",ccn.fr,01 49 33 41 41,True
NA,NA,NA,NA,NA
Protectic,"20 Burospace, 91570 Bièvres",protectic.fr,01 69 85 31 21,True
CPA Experts,"112 bis Rue Cardinet, 75017 Paris",cpa-experts.com,01 53 70 14 60,True
Cheuvreux,"55 Bd Haussmann, 75008 Paris",cheuvreux.fr,01 44 90 14 14,True
Vitalliance Pantin - Aide à domicile,"27 Rue Delizy, 93500 Pantin",vitalliance.fr,01 82 30 13 10,False
SAS Institute,"Rue de la Branche, 77166 Évry-Grégy-sur-Yerre",sas.com,01 60 62 11 11,True
Aereco S.A.,"Z.I de Lamirault, 62 Rue de Lamirault, 77090 Collégien",aereco.fr,01 60 06 44 65,True
Roto France Impression,"25 Rue de la Maison Rouge, 77185 Lognes",rotofrance.fr,01 60 06 60 00,True
CHG-MERIDIAN,"1 Passerelle des Reflets, 92400 Courbevoie",chg-meridian.fr,01 49 00 29 10,True
APL Data Center (siège),"106 Av. Marx Dormoy, 92120 Montrouge",apl-datacenter.com,01 46 94 91 00,True
E.Leclerc SAINT OUEN L'AUMONE,"27-31 Rue d'Epluches, 95310 Saint-Ouen-l'Aumône",e.leclerc,01 34 30 29 00,True
STEF Paris Vitry,"47 Rue Charles Heller, 94400 Vitry-sur-Seine",NA,01 47 18 30 00,True
TotalEnergies Station de recharge,"1 Rue de Strasbourg, 92400 Courbevoie",services.totalenergies.fr,01 46 91 96 01,False
DGS Transports,"75 Rue Albert Garry, 94450 Limeil-Brévannes",dgs-transports.fr,01 56 86 31 31,True
DBF AUDIT,"13 Pass. Dartois Bidot, 94100 Saint-Maur-des-Fossés",dbfaudit.com,01 48 83 00 41,True
Vitry Distribution,"2 Rue Eugène Hénaff, 94400 Vitry-sur-Seine",NA,01 47 18 19 11,False
KUKA Automatisme Robotique,"Techvallée -, 6 avenue du parc, 91140 Villebon-sur-Yvette",kuka.fr,01 69 31 66 00,True
Extreme Agency,"92-98 Bd Victor Hugo, 92110 Clichy",extreme.fr,01 40 99 80 50,True
Sémaco,"72 Bd des Corneilles, 94100 Saint-Maur-des-Fossés",NA,01 48 85 93 30,True
Groupe HN,"14 Pl. de la Coupole, 94220 Charenton-le-Pont",groupehn.com,01 44 67 13 00,False
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Hiventy,"221 bis Bd Jean Jaurès, 92100 Boulogne-Billancourt",hiventy.com,01 85 74 76 00,True
Auchan Supermarché Paris Dupleix,"4-10 Rue Dupleix, 75015 Paris",auchan.fr,01 47 34 31 23,False
Entente Sportive Massy,"10 Av. du Noyer Lambert, 91300 Massy",esmassy.jimdo.com,01 69 20 48 30,True
Transdev Trans Val d'Oise,"8-10 Rue Berthelot, 95500 Gonesse",transdev-idf.com,01 39 85 45 35,True
Comau France,"5-7 Rue Albert Einstein, 78190 Trappes",comau.com,01 30 16 61 00,True
Siemens Electronic Design Automation,"13 Rue Jeanne Braconnier, 92360 Meudon",eda.sw.siemens.com,01 40 94 74 74,True
CLAUDIE PIERLOT,"6 Rue de Marengo, 75001 Paris",fr.claudiepierlot.com,01 42 21 19 05,True
E.Leclerc CLICHY SOUS BOIS,"12 All. de la Fossé Maussoin, 93390 Clichy-sous-Bois",e.leclerc,01 43 01 50 00,False
CHAPELEC,"5 Av. Philippe Lebon, 92390 Villeneuve-la-Garenne",sas-chapelec.com,01 47 99 23 23,True
Intermarché SUPER Saint Germain Les Arpajon,"Rue de Chanteloup, 91290 Saint-Germain-lès-Arpajon",intermarche.com,01 64 90 99 10,True
NEXITY,"19 Rue de Vienne, 75008 Paris",nexity.fr,01 85 55 10 00,True
TOPSOLID,"7 Rue du Bois Sauvage, 91055 Évry-Courcouronnes",topsolid.com.tr,01 60 87 20 20,True
NA,NA,NA,NA,NA
INTERSA,"189 Rue d'Aubervilliers, 75018 Paris",intersa.fr,01 40 40 22 00,True
Intermarché SUPER Mantes La Jolie,"16 18 Rue Jean Hoët, 78200 Mantes-la-Jolie",intermarche.com,01 30 33 06 84,True
Resina,"4 Rue de l'Épinette, 77165 Saint-Soupplets",resina.fr,01 60 01 32 32,True
Volvo Construction Equipment France,"37 Av. Georges Politzer, 78190 Trappes",volvoce.com,01 30 69 28 28,True
"Mistras Group, SAS","27 Rue Magellan, 94370 Sucy-en-Brie",mistrasgroup.fr,01 49 82 60 40,True
Colas - Territoire Ile-de-France Normandie,"2 Rue Jean Mermoz, 78114 Magny-les-Hameaux",colas.com,01 34 52 13 13,True
MGS Sales & Marketing,"1 Pl. des Marseillais, 94220 Charenton-le-Pont",mgs-sam.fr,01 56 95 20 00,True
MARCHE FRAIS,"128 Av. de Rosny, 93250 Villemomble",marche-frais.com,01 48 12 14 82,True
SA Panifour,"5 Rue Gustave Madiot, 91070 Bondoufle",panifour.fr,01 60 86 41 00,True
NRJ Audio,"22 Rue Boileau, 75016 Paris",nrj.fr,01 40 71 40 00,True
AM Services,"2 Av. des Orangers, 94380 Bonneuil-sur-Marne",NA,01 75 64 42 99,True
"Maison Mulot - Boulangerie, Pâtisserie Traiteur - Saint Germain des Prés","76 Rue de Seine, 2 Rue Lobineau, 75006 Paris",maison-mulot.com,01 43 26 85 77,True
Clinalliance Ehpad Repotel Brunoy,"3 Rue des Godeaux, 91800 Brunoy",clinalliance.fr,01 60 47 80 00,True
Eaton Aerospace,"2 Rue Lavoisier, 78310 Maurepas",eaton.com,01 30 69 30 00,True
COMET IDF,"Z.I Maison Neuve, 8 Rue du Poitou, 91220 Brétigny-sur-Orge",cometidf.fr,01 60 85 60 50,True
Les Compagnons D'eric,"117 Rue Royale, 77410 Saint-Mesmes",lescompagnonsderic.com,01 60 26 01 76,True
Micropole - Siège social,"91 Rue Carnot, 92300 Levallois-Perret",micropole.com,01 74 18 74 18,True
Terolab Surface SAS,"Z.I, Rue Jean Pierre Timbaud, 94290 Villeneuve-le-Roi",terolabsurface.com,01 49 61 34 34,True
Urmet France - Yokis,"ZAC Paris Nord II, 94 Rue de la Belle Étoile, 95700 Roissy-en-France",urmet.fr,01 55 85 84 00,True
Paris Country Club,"121 Rue du Lieutenant Colonel de Montbrison, 92500 Rueil-Malmaison",pariscountryclub.com,01 47 77 64 00,False
MetaFactory,"11/15 Av. de la Convention, 94110 Arcueil",metafactory.fr,01 49 08 02 02,True
NA,NA,NA,NA,NA
F.B.I France Bâtiment Industrie,"34 Rue du Bois Galon, 94120 Fontenay-sous-Bois",fbi-elec.com,01 48 77 75 75,True
Boston Scientific International SA,"Parc Val Saint Quentin, Bâtiment H, 2 Rue René Caudron, 78960 Voisins-le-Bretonneux",bostonscientific.de,01 39 30 97 00,True
ASL 78,NA,asl78.fr,NA,False
Suzuki France,"8 Avenue des Frères Lumières, 78190 Trappes",suzuki.fr,01 34 82 14 00,True
Savpro,"26 Rue du Château d'Eau, 78360 Montesson",savprogroupe.fr,01 40 22 09 62,True
Gestimat,"26 Av. du Petit Parc, 94300 Vincennes",NA,01 43 98 75 00,True
KPMG Paris La Défense - Courbevoie,"Tour Eqho, 2 Av. Gambetta, 92400 Courbevoie",bureaux.kpmg.fr,01 55 68 86 66,True
Goodyear France,"Paris La Défense 1, Tour First, 1 Pl. des Saisons, 92400 Courbevoie",NA,01 47 16 59 59,True
NA,NA,NA,NA,NA
Perenco,"7 Rue de Logelbach, 75017 Paris",perenco.com,01 53 57 66 00,True
Inapa France,"11 Rue de la Nacelle, 91100 Villabé",inapa.fr,01 60 89 90 91,True
L-Acoustics - Headquarters France,"13 Rue Levacher Cintrat, 91460 Marcoussis",l-acoustics.com,01 69 63 69 63,True
Carma,"4-8 Rue du Marquis de Raies, 91080 Courcouronnes",NA,NA,True
EHPAD Le Belvédère - Les Jardins d'Iroise de Maisons-Laffitte,"23 bis Av. Eglé, 78600 Maisons-Laffitte",lesjardinsiroise.fr,01 34 93 38 00,True
Prada Retail France SAS,"18 Av. Matignon, 75008 Paris",prada.com,01 56 21 30 70,True
VIPS,"24 Rue Léonard de Vinci, 91090 Lisses",vips-sa.com,01 60 79 50 00,True
Groupe EBP,"ZA Du Bel Air, Rue de Cutesson, 78120 Rambouillet",ebp.com,01 34 94 80 00,False
EPSA GROUPE - PARIS,"65 Rue d'Anjou, 75008 Paris",epsa.com,01 84 17 54 72,False
Girault Lor,"Rue des Secherons, 77130 Montereau-Fault-Yonne",charlesandre.com,01 64 70 51 51,True
DM Services,"14 Av. de la Trentaine, 77500 Chelles",dmsgestion.com,01 60 08 58 60,True
Darrois Villey Maillot Brochier,"69 Av. Victor Hugo, 75116 Paris",darroisvilley.com,01 45 02 19 19,True
NA,NA,NA,NA,NA
Intermarché Villemomble,"34 Av. de la Station, 93250 Villemomble",intermarche.com,01 48 54 40 30,True
Aca Nexia,"31 Rue Henri Rochefort, 75017 Paris",aca.nexia.fr,01 47 66 77 88,True
TUI Agence,"124 Rue Edouard Vaillant, 92300 Levallois-Perret",tui.fr,NA,True
NEXITY,"19 Rue de Vienne, 75008 Paris",nexity.fr,01 85 55 10 00,True
NA,NA,NA,NA,NA
Valeo Thermique Habitacle,"8 Rue Louis Lormand, 78321 La Verrière",valeo.com,01 34 61 57 00,True
DENTSPLY SIRONA FRANCE,"7 Ter Rue de la Prte de Buc, 78000 Versailles",dentsplysirona.com,01 30 97 65 00,True
SPEBI Société de Peinture d'Etudes Bâtiment Industriel,"85 bis Rue Jean le Galleu, 94200 Ivry-sur-Seine",spebi.fr,01 46 70 21 21,True
Leasecom Siège Social et Direction Régionale IDF,"19 Rue Leblanc, 75015 Paris",leasecom.fr,0 810 81 80 90,True
Expertises Galtier,"92 bis Rue Edouard Vaillant, 92300 Levallois-Perret",expertises-galtier.fr,01 55 21 27 00,True
Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),"42 Rue Scheffer, 75116 Paris",cirad.fr,01 53 70 20 00,True
Nippon Express France,"1 Rue Du Chapelier, Cargo 5, B.P. 18177, 95702 Roissy CDG cedex",nipponexpress.com,01 41 84 63 63,True
Iscar France,"8 Rue Georges Guynemer, 78280 Guyancourt",iscar.fr,01 30 12 92 92,True
SSIAD de Survilliers,"19 Rue de la Gare, 95470 Survilliers",ssiad.survilliers.com,01 34 68 29 78,True
JUSSIEU secours VERSAILLES - Ambulances Chesnaysiennes,"25 Rue Sainte-Adélaïde, 78000 Versailles",jussieu-secours.fr,01 39 51 22 00,True
Centthor,"Rue Didier Daurat, 91320 Wissous",centthor.com,01 69 74 00 00,True
John Cockerill Hamon France,"84 Rue Charles Michels, 93200 Saint-Denis",hamon.com,01 55 87 78 78,False
MTS Systems,"12 Rue Eugène Dupuis, 94000 Créteil",mts.com,01 58 43 90 00,True
Fédération Française de Badminton,"9-11 Av. Michelet, 93400 Saint-Ouen-sur-Seine",ffbad.org,01 49 45 07 07,True
NA,NA,NA,NA,NA
Majorelle,"80 Rue Taitbout, 75009 Paris",majorelle.fr,01 42 81 34 19,True
Clamens S.A.,"Rue des Carrières Z.I. SUD, 77270 Villeparisis",clamens.fr,01 64 67 96 21,True
Lavoix,"2 Pl. d'Estienne d'Orves, 75009 Paris",lavoix.eu,01 53 20 14 20,True
NA,NA,NA,NA,NA
Junior ESSEC Conseil,"3 Av. Bernard Hirsch, 95000 Cergy",junioressec.com,01 30 75 05 05,True
CIG - Agence de Gonesse,"12 Rue Berthelot, 95500 Gonesse",agence.sarp-assainissement.fr,01 34 07 95 00,True
Tour Allianz one,"1 Cr Michelet, 92800 Puteaux",allianz.fr,09 70 70 64 29,True
Actifs Cosmétiques Laboratoires Expanscience,"Tour First, 1 Pl. des Saisons, 92400 Courbevoie",expanscience.com,01 43 34 60 00,True
NA,NA,NA,NA,NA
Autret Traiteur,"6 Rue de l'Équerre, 95310 Saint-Ouen-l'Aumône",autret-paris.fr,01 34 30 80 00,False
ALMA CARBOVAC,"4a Bd de la Gare, 94470 Boissy-Saint-Léger",alma-carbovac.com,01 45 69 44 70,False
SEMARDEL,"Ecosite, 91810 Vert-le-Grand",semardel.fr,01 64 56 75 00,False
NA,NA,NA,NA,NA
NRJ Audio,"22 Rue Boileau, 75016 Paris",nrj.fr,01 40 71 40 00,True
CIAL Restaurant Coréen,"16 Rue Mondétour, 75001 Paris",gading68.wixsite.com,01 40 26 74 39,False
WTW (Willis Towers Watson),"Floor 1, grande Hauteur, 33-34 Quai de Dion Bouton, 92800 Paris",wtwco.com,01 41 43 50 00,False
Bostik France (SA),"420 Rue d'Estienne d'Orves, 92700 Colombes",bostik.com,01 49 00 75 02,True
Forum des images,"2 Rue du cinéma, 75001 Paris",forumdesimages.fr,01 44 76 63 00,False
NA,NA,NA,NA,NA
PYLONES - SIEGE SOCIAL,"41 Av. de l'Agent Sarre, 92700 Colombes",pylones.com,01 56 83 81 11,True
Spie batignolles Présance île de France,"14 Rue des Belles Hâtes, 78700 Conflans-Sainte-Honorine",spiebatignolles.fr,01 39 72 40 43,True
NEXITY,"19 Rue de Vienne, 75008 Paris",nexity.fr,01 85 55 10 00,True
Euralog,"27 Rte de Meulan, 78480 Verneuil-sur-Seine",euralog.net,01 82 03 21 00,True
NA,NA,NA,NA,NA
Sogec Marketing,"17 Av. du Québec, 91140 Villebon-sur-Yvette",sogec-marketing.com,01 69 79 10 00,True
E D I M - Ecole de musiques actuelles,"17 Rue Cousté, 94230 Cachan",edim.org,01 46 63 01 25,True
GTHP – Groupement Technique des Hippodromes Parisiens,"165 Bd de Valmy, 92700 Colombes",gthp.org,01 55 66 89 00,False
Hays - Cabinet de recrutement Île-De-France,"147 Bd Haussmann, 75008 Paris",hays.fr,01 42 99 16 99,True
NA,NA,NA,NA,NA
Bain & Company,"25 Av. Kléber, 75116 Paris",bain.fr,01 44 55 75 75,True
Edmond de Rothschild FR,"47 Rue du Faubourg Saint-Honoré, 75008 Paris",edmond-de-rothschild.com,01 40 17 25 25,True
ALAÏA - MOUSSY,"7 Rue de Moussy, 75004 Paris",maison-alaia.com,01 40 09 94 11,True
CEGEDIM,"137 Rue d'Aguesseau, 92100 Boulogne-Billancourt",cegedim.fr,01 49 09 22 00,True
"Sponsorisé
Intermarché SUPER et Drive Montévrain","1 Bd Charles de Gaulle, 77144 Montévrain",intermarche.com,01 60 36 44 44,False
Association Hôtel Social 93,"28 -30 Chem. des 22 Arpents, 93220 Gagny",abri-groupe.org,01 43 81 85 22,True
Techni Concept,"669 Rue Clément Ader, 78530 Buc",NA,01 30 83 14 89,True
Groupe Les Echos Le Parisien,"7 Rue de Ponthieu, 75008 Paris",leparisien.fr,01 87 39 71 00,True
Fraternité Sacerdotale St Pie X,"Bp 125, 92154 Suresnes",fsspx.org,01 45 06 10 68,True
Le Journal l'Équipe,"2 Bd de la République, 92100 Boulogne-Billancourt",lequipe.fr,NA,False
Hamamatsu,"19 Rue du Saule Trapu, 91300 Massy",hamamatsu.com,01 69 53 71 00,True
NA,NA,NA,NA,NA
Hôtel Novotel Paris les Halles,"8 Pl. Marguerite de Navarre, 75001 Paris",all.accor.com,01 42 21 31 31,True
B'information Services,"6 Rue Godefroy, 92800 Puteaux",NA,01 46 96 44 33,True
Ehpad Korian Les Roses,"95 Rue des Prés Saint-Martin, 77340 Pontault-Combault",korian.fr,01 60 28 02 00,True
Zebra Technologies France SAS,"Immeuble Miami, 40 Rue d'Arcueil, 94150 Rungis",zebra.com,01 73 43 79 00,True
Romus,"Z.A. Les Pouards, 13-15 Rue du Taille Fer, 91160 Champlan",romusworld.com,01 69 79 69 79,True
ARTEMYS,"50 Rue de Paradis, 75010 Paris",groupeartemys.com,01 53 34 15 40,True
NA,NA,NA,NA,NA
AGB,"57 Rue Salvador Allende, 95870 Bezons",agb-gle.com,01 39 98 59 00,True
NA,NA,NA,NA,NA
Médiamétrie,"70 Rue Rivay, 92300 Levallois-Perret",mediametrie.fr,01 47 58 97 58,True
C.L.A.P.A,"21 Rue de Conflans, 94220 Charenton-le-Pont",NA,01 56 29 14 01,True
Apside Groupe,"58 Av. du Général Leclerc, 92100 Boulogne-Billancourt",apside.fr,01 41 10 01 61,True
La Vie à Domicile,"3 Rue de la Faisanderie, 75016 Paris",lavieadomicile.fr,01 53 70 41 95,True
GIE AXA,"25 Av. Matignon, 75008 Paris",axa.fr,01 40 75 57 00,True
Laboratoires Dermatologiques d'Uriage,"40-52 Bd du Parc, 92200 Neuilly-sur-Seine",uriage.fr,NA,True
NA,NA,NA,NA,NA
Kuehne + Nagel,"2 Av. Joseph Paxton, 77164 Ferrières-en-Brie",fr.kuehne-nagel.com,01 64 76 12 12,True
"Sponsorisé
Intermarché HYPER Maulette","Rte de Gambais, 78550 Maulette",intermarche.com,01 30 59 78 90,False
Intermarché HYPER Gif-Sur-Yvette,"6 bis Rte du Val Courcelle, 91190 Gif-sur-Yvette",intermarche.com,01 64 86 15 51,False
Safetykleen France,"65 Av. Jean Mermoz, 93120 La Courneuve",safetykleeninternational.com,0 801 90 10 90,True
E.Leclerc OZOIR LA FERRIERE,"84 Rue François de Tessan, 77330 Ozoir-la-Ferrière",e.leclerc,01 60 02 62 27,True
Comgest,"17 Pl. Édouard VII, 75009 Paris",comgest.com,01 44 94 19 00,True
Eiffage,"11 Pl. de l'Europe, 78140 Vélizy-Villacoublay",eiffage.com,01 34 65 89 89,True
MARCHE FRAIS,"27 Av. de la Gare, 78310 Coignières",marche-frais.com,01 30 05 00 46,True
NA,NA,NA,NA,NA
A.P.C.,"35 - 38 Rue Madame, 75006 Paris",apc.fr,01 70 38 26 69,False
United Parcel Service France Sas,"20 Rue Escoffier, 75012 Paris",ups.com,NA,False
Team Créatif,"89 Rue de Miromesnil, 75008 Paris",team-creatif.com,01 42 89 90 00,True
NA,NA,NA,NA,NA
Intermarché SUPER Montmagny,"136 Rue Jules Ferry, 95360 Montmagny",intermarche.com,01 34 28 64 64,True
Intermarché SUPER Yerres,"52 Rue de Concy, 91330 Yerres",intermarche.com,01 69 49 29 16,True
CITALLIOS,"65 Rue des 3 Fontanot, 92000 Nanterre",citallios.fr,01 41 37 11 70,True
SYSTRAN,"5 Rue Feydeau, 75002 Paris",systransoft.com,01 44 82 49 00,True
Les Deux Magots,"6 Pl. Saint-Germain des Prés, 75006 Paris",lesdeuxmagots.fr,01 45 48 55 25,True
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Longchamp,"271 Rue Saint-Honoré, 75001 Paris",longchamp.com,01 43 16 00 16,False
STEF PARIS ATHIS,"17 Rue des Guyards Bp9 Cd118, 91200 Athis-Mons",NA,01 49 75 33 66,False
iQera,"256 bis Rue des Pyrénées, 75020 Paris",iqera.com,01 53 30 11 00,True
Laboratoires Grünenthal S.A.S.,"Immeuble Eureka, 19, rue Ernest Renan, CS 90001, 92024 Nanterre",grunenthal.fr,01 41 49 45 80,True
In Situ,"14 Rue Henri Becquerel, 93270 Sevran",NA,01 43 83 63 62,True
Transdev Marne-la-Vallée - COB de Lagny-sur-Marne,"21-23 Rue Jacquard, 77400 Lagny-sur-Marne",iledefrance-mobilites.fr,01 60 07 94 70,True
CBRE - Property Management,"43 Rue Paul Meurice, 75020 Paris",cbre.fr,01 49 72 44 00,True
Villeroy & Boch,"21 Rue Royale, 75008 Paris",villeroy-boch.fr,01 42 65 81 84,True
Levallois Sporting Club,"24 Rue Louise Michel, 92300 Levallois-Perret",levallois-sporting-club.fr,01 47 15 76 00,True
Manutan France,"ZAC du Parc des Tulipes, Av. du XXI Siecle, 95500 Gonesse",manutan.fr,01 34 53 35 35,True
EMPREINTES,"1 Rue Saint-Claude, 77340 Pontault-Combault",asso-empreintes.fr,NA,True
Arte France,"8 Rue Marceau, 92130 Issy-les-Moulineaux",arte.tv,01 55 00 77 77,True
Ericsson,"25 Av. Carnot, 91300 Massy",ericsson.com,01 81 87 45 00,True
Egide Informatique,"46 Rue de Lagny, 93100 Montreuil",egide.net,01 41 72 20 20,True
Association de solidarité internationale,"71 Rue Archereau, 75019 Paris",NA,06 38 80 29 64,False
LYNRED,"Av. de la Vauve, 91120 Palaiseau",lynred.com,01 60 92 18 30,True
NEXITY,"19 Rue de Vienne, 75008 Paris",nexity.fr,01 85 55 10 00,True
Groupe Guinier 1823,"71 Rue Etienne Dolet, 94140 Alfortville",spinnaker-guinier.com,01 43 96 10 22,True
Mon Chauffagiste Privé par PROXISERVE,"155-159 Rue Anatole France, 92300 Levallois-Perret",proxiserve.fr,09 72 72 10 72,True
Editions Tonkam,"8 Rue Léon Jouhaux, 75010 Paris",NA,01 56 03 92 20,True
Lazard Frères Banque,"175 Bd Haussmann, 75008 Paris",lazardfreresbanque.fr,01 44 13 01 11,True
Lazard Frères Banque,"175 Bd Haussmann, 75008 Paris",lazardfreresbanque.fr,01 44 13 01 11,True
GIE Belleville,"4 Bd de la Villette, 75019 Paris",NA,01 42 03 80 00,True
GIE Belleville,"4 Bd de la Villette, 75019 Paris",NA,01 42 03 80 00,False
L'angio,"6 Av. du Noyer Lambert, 91300 Massy",NA,01 60 13 46 02,True
Théâtre du Vieux Colombier,"21 Rue du Vieux Colombier, 75006 Paris",comedie-francaise.fr,01 44 58 15 15,True
