mapsName,mapsAddress,mapsSite,mapsPhone,firstMatch
Transdev CEAT,"1 Av. de la Résistance, 91700 Sainte-Geneviève-des-Bois",iledefrance-mobilites.fr,01 69 46 69 00,True
Parenge,"7 Av. Léon Harmel, 92160 Antony",parenge.fr,01 79 71 81 70,True
Torraspapel Malmenayde,"Rue de la Boursidière, 92350 Le Plessis-Robinson",torraspapelmalmenayde.fr,01 41 07 70 70,True
Oracle France,"15 Bd Charles de Gaulle, 92715 Colombes",oracle.com,01 57 60 20 20,True
ABB France,"7 Bd d'Osny, 95800 Cergy",new.abb.com,01 34 40 25 25,True
CRAUNOT - RIVE DROITE,"6 Rue du Faubourg Poissonnière, 75010 Paris",craunot.fr,01 48 01 87 40,True
JAULIN SA,91380 Chilly-Mazarin,jaulin.com,01 69 79 20 20,False
Linxens France,"ZI des Closeaux, 37 Rue des Closeaux, 78200 Buchelay",linxens.com,01 34 76 86 30,True
Parc Municipal des Sports,"4 Av. Jean Bouin, 92130 Issy-les-Moulineaux",NA,NA,True
Tutelia,"13 Rue de l'Aluminium, 77176 Savigny-le-Temple",tutelia.org,01 64 10 40 10,True
NA,NA,NA,NA,NA
Havas Paris,"29 Quai de Dion Bouton, 92800 Puteaux",havasparis.com,01 58 47 93 93,True
MHD - Moët Hennessy Diageo,"Défense Avenue, 105 Bd de la Mission Marchand, 92400 Courbevoie",mhdfrance.fr,01 41 88 32 00,True
Boehringer Ingelheim France,"104 Av. de France, 75013 Paris",boehringer-ingelheim.fr,01 44 34 65 65,True
ALPI,"Immeuble Le Noblet, 1-3 Bd Charles de Gaulle, 92707 Colombes",alpi.fr,01 47 52 97 27,False
NA,NA,NA,NA,NA
RICOH FRANCE,"7 Av. Robert Schuman, 94150 Rungis",ricoh.fr,0 892 01 20 12,True
NA,NA,NA,NA,NA
Fenêtre Bernard,"Za La Mare Du Millieu, 4 Rue Denis papin, 91630 Guibeville",fenetre.fr,01 60 82 33 59,True
Architecture Studio,"10 Rue Lacuée, 75012 Paris",architecture-studio.fr,01 43 45 18 00,True
Kinnarps SA,"1712 Rte de Quarante Sous, 78630 Orgeval",kinnarps.fr,01 39 08 27 00,True
OpenText,"Cœur Défense - Tour B, 100 Espl. du Général de Gaulle, 92931 Paris La Défense",opentext.fr,01 47 96 55 41,False
Cyllene Nanterre,"105 Rue Veuve Lacroix, 92000 Nanterre",groupe-cyllene.com,01 41 19 40 40,True
NielsenIQ,"1 Rue Julius et Ethel Rosenberg, 95870 Bezons",nielseniq.com,01 34 41 44 44,True
Gesten,"1 Pl. des Hauts Tilliers, 92230 Gennevilliers",gesten.fr,01 49 48 38 38,True
Chlorophylle,"254 Rue Louis Armand, 78955 Carrières-sous-Poissy",entreprise-chlorophylle.fr,01 39 74 07 17,True
HSBC bureaux La Défense,"110 Espl. du Général de Gaulle, 92400 Courbevoie",hsbc.fr,01 40 70 70 40,True
PwC France,"63 Rue de Villiers, 92208 Neuilly-sur-Seine",pwc.fr,01 56 57 58 59,True
Warwick Paris,"5 Rue de Berri, 75008 Paris",warwickhotels.com,01 45 63 14 11,True
Axians,"53 Bd Ornano, 93200 Saint-Denis",axians.fr,NA,True
O. D. E. - Orientation Développement Emploi,"7 Rue Marc Jacquet, 77190 Dammarie-les-Lys",ode77.fr,01 64 39 97 93,True
McCANN Health Paris,"28-34 Bd du Parc, 92200 Neuilly-sur-Seine",ipghealth.com,NA,True
Comité d'Entreprise Sodistour Touristra,"10 Rue du Faubourg Montmartre, 75009 Paris",NA,01 47 70 26 44,True
Siège Sodexo France,"6 Rue de la Redoute, 78280 Guyancourt",fr.sodexo.com,01 30 85 75 00,True
Siège Sodexo France,"6 Rue de la Redoute, 78280 Guyancourt",fr.sodexo.com,01 30 85 75 00,False
Siège Sodexo France,"6 Rue de la Redoute, 78280 Guyancourt",fr.sodexo.com,01 30 85 75 00,True
DESNEUX (Groupe BIR),"2 Rue de l'Escouvrier, 95200 Sarcelles",desneux-tp.fr,01 34 39 22 80,True
Banque Richelieu France,"1-3-5 Rue Paul Cézanne, 75008 Paris",banquerichelieufrance.com,01 42 89 00 00,False
IT Link,"67 Av. de Fontainebleau, 94270 Le Kremlin-Bicêtre",itlink.fr,01 53 90 15 90,True
Clinalliance Ehpad Repotel Maurepas,"Sq. de la Puisaye, 78310 Maurepas",clinalliance.fr,01 39 38 20 00,True
Magnum,"99 Rue de Paris, 95500 Gonesse",magnum.fr,01 30 11 60 90,True
Unique Heritage Editions,"141 Bd Ney, 75018 Paris",uniqueheritage.fr,NA,False
E.Leclerc MEAUX,"3 Rue Georges Claude, 77100 Meaux",e.leclerc,01 60 09 89 20,False
NA,NA,NA,NA,NA
Lasco Sté,"35 Rue Benoît Frachon, 94500 Champigny-sur-Marne",NA,01 45 16 16 40,True
Set Environnement,"2 Rue des Frères Voisin, 91320 Wissous",set-environnement.com,NA,True
Tessi Accès,"44 Av. de Valvins, 77210 Avon",tessi.eu,01 60 74 59 60,True
towerCast,"46 Av. Théophile Gautier, 75016 Paris",towercast.fr,01 40 71 40 00,True
"Sponsorisé
Ada I Location voiture et utilitaire Clichy","5 Rue Fournier, 92110 Clichy",ada.fr,01 42 70 42 69,False
UTI GROUP.,"68 Rue de Villiers, 92300 Levallois-Perret",uti-group.fr,01 41 49 05 10,True
Hôpital Nord 92 | Adef Résidences,"75 Av. de Verdun, 92390 Villeneuve-la-Garenne",adef-residences.com,01 47 92 40 00,True
Alphabet,"5 Rue des Hérons, 78180 Montigny-le-Bretonneux",alphabet.fr,01 49 04 91 00,True
SECURINFOR,"38 Pl. de la Seine, 94150 Rungis",securinfor.fr,NA,True
Codra Ingenierie Informatique,"Immeuble Hélios, 2 Rue Christophe Colomb, 91300 Massy",codra.net,01 60 92 34 34,True
SOFIDY,"303 Sq. des Champs Elysées, 91080 Évry-Courcouronnes",sofidy.com,01 69 87 02 00,True
Oresys,"48 Rue de Londres, 75008 Paris",oresys.eu,01 44 90 18 18,True
CICAD,"88 Rue Robespierre, 93100 Montreuil",cicad.fr,01 55 86 15 15,True
Groupe M6,"89 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine",groupem6.fr,01 41 92 66 66,False
ACP Protection,"78 Quai du Maréchal Joffre, 92400 Courbevoie",NA,01 47 17 15 82,True
Saint-Gobain Distribution Bâtiment France,"12 Pl. de l'Iris, 92400 Courbevoie",carrieres.sgdb-france.fr,01 88 54 00 10,True
SOFRIPA,"ZAC du Haut de Wissous II, Rue Hélène Boucher, 91320 Wissous",sofripa.com,01 69 74 16 00,True
InterContinental Paris - Le Grand,"2 Rue Scribe, 75009 Paris",ihg.com,01 40 07 32 32,True
D.G.S.I. Sécurité Privée,"409 place gustave courbet, 93160 Noisy-le-Grand",proteger.com,01 80 62 00 10,True
ADAGP,"11 Rue Duguay Trouin, 75006 Paris",adagp.fr,01 43 59 09 79,True
Keolis Delion,"12 Rue Jean Perrin, 92000 Nanterre",keolis.com,01 56 47 05 05,True
Groupe Saur,"11 Chem. de Bretagne, 92130 Issy-les-Moulineaux",saur.com,01 30 60 84 00,True
KS,"82 Bd des Batignolles, 75017 Paris",ks-groupe.com,01 42 60 93 60,False
IPC Systems - Etrali,"3 Rue Henri Rol-Tanguy, 93100 Montreuil",ipc.com,01 55 82 91 00,False
Génédis Exploitation,"10 Av. du Général de Gaulle, 92230 Gennevilliers",NA,01 46 85 03 74,True
CERAVER - Laboratoires Osteal Médical Les,"69 Rue de la Belle Étoile, 95700 Roissy-en-France",ceraver.com,01 48 63 88 63,True
Century 21 France,"3 rue des Cévennes Petite Montagne Sud, 2 Rue de l'Oisans, 91090 Lisses",century21.fr,01 69 11 12 21,True
STAF Transports - Villeneuve-le-Roi,"10 Rue Lamartine, 94290 Villeneuve-le-Roi",staf-transports.com,01 45 97 81 81,True
DoubleTrade,"8 Rue Rouget de Lisle, 92130 Issy-les-Moulineaux",doubletrade.com,01 71 16 31 00,True
Keolis Val d'Oise,"3 Chem. Pavé, 95340 Bernes-sur-Oise",keolis-valdoise.com,01 30 34 26 50,True
Bharlev Industries,"1 Rue Paul Séramy, 77990 Le Mesnil-Amelot",bharlev.com,01 60 54 67 67,True
Theradiag,"14 Rue Ambroise Croizat, 77183 Croissy-Beaubourg",theradiag.com,01 64 62 10 12,True
Encres DUBUIT,"1 Rue Isaac Newton, 77290 Mitry-Mory",encresdubuit.com,01 64 67 41 60,True
PPD France,"27 Rue Victor Hugo, 94200 Ivry-sur-Seine",ppd.com,01 58 46 58 46,True
EHPAD Résidence la Canopée,"6 Rue de la Gare, 77670 Saint-Mammès",residence-la-canopee.fr,01 60 70 50 70,False
ARKANCE SYSTEMS (Siège Social),"VAL SAINT QUENTIN, 2 Rue René Caudron Bâtiment C, 78960 Voisins-le-Bretonneux",arkance-systems.fr,01 39 44 18 18,True
Engineering Réseaux Communications ERCOM,"6 Rue Dewoitine, 78140 Vélizy-Villacoublay",ercom.fr,01 39 46 50 50,True
Intermarché SUPER Mormant,"Route Nationale 19 Les Chaumes, 77720 Mormant",intermarche.com,01 64 06 82 07,False
C.P.S Continentale Protections Services,"9 Rue du Général Leclerc, 95310 Saint-Ouen-l'Aumône",cps-securite.fr,01 34 64 71 71,True
Cobalt France - Grande Cuisine,"ZA du Chenet, 4 Chemin des Carrières, 91490 Milly-la-Forêt",cobalt-grandecuisine.com,01 64 81 20 96,True
Les Restaurants du Coeur,"11 Rue du Pré, 75018 Paris",restosducoeur.org,NA,False
GeoPost,"26 Rue Guynemer C LEMNYS, 92130 Issy-les-Moulineaux",geopost.com,NA,True
Exertis France,"5 Rue Pleyel, 93200 Saint-Denis",exertis.fr,01 56 47 04 70,True
Botte Fondations,"5 Rue Ernest Flammarion, 94550 Chevilly-Larue",botte-fondations.fr,01 49 61 48 00,True
Petites Sœurs des Pauvres,"23 Rue Gaston Philippe, 93200 Saint-Denis",petitessoeursdespauvres.org,01 42 35 70 64,True
Petites Sœurs des Pauvres,"Ma Maison, 9 Av. du Maréchal Franchet d'Esperey, 78000 Versailles",petitessoeursdespauvres.org,01 78 74 10 00,False
Les Petites Sœurs des Pauvres,"49 Rue Notre Dame des Champs, 75006 Paris",petitessoeursdespauvres.org,01 45 44 72 90,True
Petites Sœurs des Pauvres,"71 Rue de Picpus, 75012 Paris",petitessoeursdespauvres.org,01 43 43 43 40,False
Tour Allianz one,"1 Cr Michelet, 92800 Puteaux",allianz.fr,09 70 70 64 29,True
Radio Classique,"12bis Pl. Henri Bergson, 75008 Paris",radioclassique.fr,01 40 08 50 00,True
La Palmeraie Paris,"20 Rue du Colonel Pierre Avia, 75015 Paris",lapalmeraie.paris,01 44 26 01 00,False
H2A Télémarketing,"18 Rue Roger Simon Barboux, 94110 Arcueil",groupeh2a.com,01 40 12 40 10,True
Association Sportive Fontenaisienne,"10 Pl. du Château Sainte-Barbe, 92260 Fontenay-aux-Roses",as-fontenay.fr,01 46 01 98 01,True
EHPAD Résidence Médicis Sartrouville,"41 Av. Jean Jaurès, 78500 Sartrouville",medicissartrouville.com,01 39 14 30 20,True
Epicentre - Médecins Sans Frontières,"14 - 34 Av. Jean Jaurès, 75019 Paris",epicentre.msf.org,01 40 21 55 55,True
Ehpad Les Jardins d'Iroise,"47-57 Bd Pasteur, 95210 Saint-Gratien",lesjardinsiroise.fr,01 39 59 08 88,True
EDM Imaging,"1 Rue des Boisseliers, 95330 Domont",edm-imaging.com,01 30 11 83 00,True
kShuttle,"3 Rue Jules Guesde, 92300 Levallois-Perret",kshuttle.io,01 81 93 40 60,True
Cookie Créations,"4 Rue Henri Becquerel, 77645 Chelles",colorado-cookie.com,01 64 72 00 55,True
Mieux Prescrire,"83 Bd Voltaire, 75011 Paris",NA,01 49 23 72 80,True
Doka,"3 Chem. des Îles, 78610 Le Perray-en-Yvelines",doka.fr,01 34 84 27 27,True
Idemia,"Tour GDF SUEZ, 2 Pl. Samuel de Champlain, 92400 Courbevoie",idemia.com,01 73 60 20 20,True
Carniato Europe,"6 Rte de Stains, 94380 Bonneuil-sur-Marne",carniato.com,01 43 77 39 49,True
L'Arche d'Aigrefoin,"3 Chem. de Chevincourt À Aigrefoin, 78470 Saint-Rémy-lès-Chevreuse",arche-aigrefoin.org,01 30 52 89 89,True
ODDO BHF,"12 Bd de la Madeleine, 75009 Paris",oddo-bhf.com,01 44 51 85 00,True
DPSA,"18/22 Rue Curnonsky, 75017 Paris",dpsa-securite.fr,01 47 31 25 25,True
Sitech France,"15 Av. Condorcet, 91240 Saint-Michel-sur-Orge",sitech-france.fr,01 69 51 60 01,True
Groupe Challancin,"9-11 Av. Michelet, 93400 Saint-Ouen-sur-Seine",groupe.challancin.fr,01 41 66 66 41,True
Korian,"21,23,25 Rue Balzac, 75008 Paris",korian.fr,01 55 37 52 00,False
BSI France,"76 Rue de la Demi Lune, 92800 Puteaux",bsigroup.com,01 80 46 17 91,True
NA,NA,NA,NA,NA
L'Arche à Paris - Namasté,"11 Rue François Mouthon, 75015 Paris",NA,01 45 33 93 67,False
JUMP,"LA DEFENSE CEDEX, 11 Cr Valmy, 92977 Paris",jump-technology.com,01 53 82 80 60,False
CALQ,"6 Rue du Sentier, 75002 Paris",calq.fr,01 44 76 97 97,True
STMicroelectronics,"29 Bd Romain Rolland, 92120 Montrouge",st.com,01 58 07 75 75,True
Agir Securite - Société de Sécurité Paris,"176 Rue Jean Jaurès, 92800 Puteaux",agirsecurite.fr,01 47 28 80 82,True
LAFI,"10 Av. des Louvresses, 92230 Gennevilliers",lafi.fr,0 892 68 52 34,False
Arcade Groupe,"28 Rue Jean Jaurès, 92800 Puteaux",arcade-groupe.com,01 42 91 50 00,True
Antony Courses Express,"1 Rue du Chemin Blanc, 91160 Champlan",ace-transport.com,01 64 47 87 20,True
Agence Mahola,"21 Rue La Boétie, 75008 Paris",mahola.fr,01 70 38 28 80,True
Micropole - Siège social,"91 Rue Carnot, 92300 Levallois-Perret",micropole.com,01 74 18 74 18,True
SWISS LIFE FRANCE,"7 Rue Belgrand, 92300 Levallois-Perret",swisslife.fr,01 46 17 38 38,False
TGS,"37 Rue de la Victoire, 75009 Paris",NA,01 42 80 80 81,True
Apside Paris,"6 Rue Paul Baudry, 75008 Paris",apside.com,01 41 10 01 61,False
Agrana Fruit France,"17 Av. du 8 Mai 1945, 77290 Mitry-Mory",fr.agrana.com,01 64 67 56 00,True
NA,NA,NA,NA,NA
Nobel Biocare France,"45-47 Bd Paul Vaillant Couturier, 94200 Ivry-sur-Seine",nobelbiocare.com,01 49 60 46 00,True
Claye Distribution,"17 All. des Rousselets, 77400 Thorigny-sur-Marne",NA,NA,True
SOFRILOG ORLY Entrepôt 1,"58-62, Rue du Kéfir, 94310 Orly",sofrilog.com,01 45 12 24 24,False
GRESHAM Banque Privée,"20 Rue de la Baume, 75008 Paris",gresham-banque-privee.fr,01 55 31 24 00,True
Intersav,"26 Av. Michelet, 93400 Saint-Ouen-sur-Seine",NA,NA,True
Mercedes-Benz - Como Bondy,"113 Av. Gallieni, 93140 Bondy",como.fr,01 48 47 29 11,True
NA,NA,NA,NA,NA
Exane,"6 Rue Ménars, 75002 Paris",exane.com,01 44 95 40 00,True
Chantiers Yvelines,"24 Rue du Maréchal Joffre, 78000 Versailles",chantiers-yvelines.fr,01 39 07 25 35,True
EHPAD Les Jardins de Roinville,"17 Rue du Petit Château, 91410 Roinville",lesjardinsderoinville.com,01 60 81 17 40,True
AUDITOIRE,"44 Rue Copernic, 75116 Paris",auditoire.com,01 56 03 57 03,True
SFPA,"35 Rue de Lamirault, 77090 Collégien",sa-sfpa.com,01 71 58 17 38,True
Valeo Thermique Habitacle,"8 Rue Louis Lormand, 78321 La Verrière",valeo.com,01 34 61 57 00,True
Sodica.,"541 Rte d'Andrésy, 78955 Carrières-sous-Poissy",NA,NA,False
Alazard SAS,"60 Rue Guy Môquet, 94500 Champigny-sur-Marne",alazard-sas.com,01 47 06 30 00,True
A.d.m.r,"66 Rue Charles de Gaulle, 77720 Mormant",admr.org,01 64 06 96 41,True
Smart Rx,"137 Rue d'Aguesseau, 92100 Boulogne-Billancourt",smart-rx.com,0 825 55 60 01,True
Elex Paris Ile de France,"18 Rue Hélène et François Missoffe, 75017 Paris",NA,01 40 08 68 68,True
Hôpital privé de la Seine-Saint-Denis - Ramsay Santé,"7 Av. Henri Barbusse, 93150 Le Blanc-Mesnil",ramsaysante.fr,01 86 86 34 44,True
Iliad,"16 Rue de la Ville-l'Évêque, 75008 Paris",iliad.fr,01 73 50 20 00,True
EY France,"Tour First, La défense FR, 1 Pl. des Saisons, 92400 Courbevoie",ey.com,01 46 93 60 00,True
TDF,"155 bis Av. Pierre Brossolette, 92120 Montrouge",tdf.fr,01 55 95 10 00,True
Mazars - Expertise Comptable - Paris-La Défense,"61 Rue Henri Regnault, 92400 Courbevoie",mazars.fr,01 49 97 60 00,False
Opel Bank S.A.,"2 Bd de l'Europe, 78300 Poissy",NA,02 56 80 90 84,False
IREA Ascenseurs,"30 32 Chem. Latéral, 92220 Bagneux",irea.fr,01 40 92 92 26,True
SAINT LAURENT Paris Head Office,"37 Rue de Bellechasse, 75007 Paris",ysl.com,01 56 62 62 72,True
SIP Société d'Information Périphérique,"37 Rue du Général Leclerc, 77120 Coulommiers",NA,01 64 20 73 60,True
ROCHELOIS NOTAIRES,"22 Rue Bayen, 75017 Paris",rochelois.notaires.fr,01 44 09 40 00,True
NA,NA,NA,NA,NA
EHPAD Résidence de l'Esplanade,"5 Rue de Montlhéry, 91360 Épinay-sur-Orge",residence-esplanade.fr,01 69 09 06 11,True
Centre de musique baroque de Versailles,"22 Av. de Paris, 78000 Versailles",cmbv.fr,01 39 20 78 10,True
Passat France,"2 Rue Alfred de Vigny, 78112 Saint-Germain-en-Laye",NA,01 30 08 24 40,False
Odyssées vers l'Emploi,"8 / 10 Bd Edmond Rostand, 92500 Rueil-Malmaison",odyssees-emploi.org,01 47 51 14 25,True
AJ Timber,"9 Rue du Buisson Rondeau, 91650 Breuillet",ajtimber.fr,01 69 94 15 15,False
Ralph Lauren France,"23 Rue de Vienne, 75008 Paris",ralphlauren.fr,NA,True
France III,"28 All. des Hautes Futaies, 91450 Soisy-sur-Seine",NA,01 60 75 99 00,True
NA,NA,NA,NA,NA
Riber,"31 Rue Casimir Périer, 95870 Bezons",riber.com,01 39 96 65 00,True
SFR Paris Commerce,"56 Rue du Commerce, 75015 Paris",boutique.sfr.fr,01 42 50 11 11,False
NA,NA,NA,NA,NA
Espace Aubade Chadapaux Bobigny,"88, Rue Saint André - Z.I. Les Vignes, 93000 Bobigny",espace-aubade.fr,01 48 45 33 89,True
AXYS CONSULTANTS - 92300,"157 Rue Anatole France, 92300 Levallois-Perret",axys-consultants.com,01 81 93 01 10,True
Mandon,"3 Rue de Bassano, 75116 Paris",mandon.fr,01 53 57 42 60,True
Vivendi,"42 Av. de Friedland, 75008 Paris",vivendi.com,01 71 71 10 00,True
"Sponsorisé
Free - Boutique Paris Ternes","69 Av. des Ternes, 75017 Paris",free.fr,NA,False
Bouygues Construction,"1 Av. Eugène Freyssinet, 78280 Guyancourt",bouygues-construction.com,01 30 60 33 00,False
Uni-Médias,"22 Rue Letellier, 75015 Paris",uni-medias.com,01 43 23 45 72,True
RTL2,"56 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine",rtl2.fr,01 41 92 40 20,True
Rentokil Initial,"145 Rue de Billancourt, 92100 Boulogne-Billancourt",NA,NA,False
Lidl France,"72 Av. Robert Schuman, 94533 Rungis",lidl.fr,01 56 71 34 00,True
Tea Région Parisienne,"16 Rue Clément Ader, 91700 Fleury-Mérogis",charlesandre.com,01 69 46 76 76,True
Prévoir Vie Groupe Prévoir,"19 Rue d'Aumale, 75009 Paris",prevoir.com,09 69 32 19 01,True
ALTAIR SECURITE,"212 Bd Anatole France, 93200 Saint-Denis",altairsecurite.fr,01 49 71 14 90,True
Asgarth Consultants,"26 Rue du Moulin Bailly, 92250 La Garenne-Colombes",NA,01 46 67 77 77,True
NA,NA,NA,NA,NA
Actemium,"7 Av. Roger Hennequin, 78193 Trappes",actemium.com,01 30 16 55 00,True
Groupe Geraud,"27 Bd de la République, 93190 Livry-Gargan",groupegeraud.fr,01 43 02 57 27,True
The Westin Paris Vendôme,"3 Rue de Castiglione, 75001 Paris",marriott.com,01 44 77 11 11,True
BOGE Elastmetall,"2-4 Av. Clément Ader, 77610 Fontenay-Trésigny",boge-rubber-plastics.com,01 64 51 40 40,True
Europe 2,"2 Rue des Cévennes, 75015 Paris",europe2.fr,NA,False
NA,NA,NA,NA,NA
J.A.S Jet Air Service,"Rue Paul Séramy, 77990 Le Mesnil-Amelot",jas.com,01 64 02 50 50,False
Rapide Intervention Sur Feux,"17 Rue des Combeaux, 77400 Carnetin",NA,NA,True
Lincoln Transition Executive,"116 Bis Av. des Champs-Élysées, 75008 Paris",lincoln-group.fr,01 56 59 10 20,True
C.s.m.b,"4 Rue Charles Beauvais, 94380 Bonneuil-sur-Marne",NA,01 43 39 17 14,True
DESCHAMPS – Entreprise de bâtiment,"16 Rue Léopold Rechossière, 93300 Aubervilliers",sa-deschamps.com,01 48 11 10 10,True
Bmw Finance,"5 Rue des Hérons, 78180 Montigny-le-Bretonneux",NA,NA,True
Globéo Travel,"18 Rue Jean Giraudoux, 75116 Paris",globeotravel.fr,01 76 49 43 60,True
Coca-Cola France,"9 Chem. de Bretagne, 92130 Issy-les-Moulineaux",cocacolaep.com,01 58 00 26 00,True
Action Emploi,"8 Av. du 8 Mai 1945, 91150 Étampes",NA,NA,True
Seres,"Quai de Bercy, 94220 Charenton-le-Pont",seres.fr,01 56 29 79 00,False
Vrd,"13 B Rue le Bois Cerdon, 94460 Valenton",NA,NA,True
Fraikin France,"9 Rue du Débarcadère, 92700 Colombes",fraikin.com,01 49 03 68 00,True
McDonald's,"3 Rue de la Croix des Maheux, 95000 Cergy",restaurants.mcdonalds.fr,01 30 30 33 17,True
EHPAD Résidence de la Tour,"44 Av. du Maréchal Foch, 78700 Conflans-Sainte-Honorine",laresidencedelatour.com,01 39 19 29 12,True
Bruneau,"19 Av. de la Baltique, 91140 Villebon-sur-Yvette",bruneau.fr,09 77 41 29 10,True
Clinique Floréal,"40 Rue Floréal, 93170 Bagnolet",cliniquefloreal.com,01 48 97 72 00,True
BIG BENNES,"ZA du Mont St Sébastien, Rue de Mont, 77111 Soignolles-en-Brie",bigbennes.com,01 64 06 72 93,True
Le Gourmet Parisien,"ZI du Moulin, 16 Rue du Meunier, 95700 Roissy-en-France",NA,01 30 18 17 17,True
Amh,"100 Av. du Général Leclerc, 93500 Pantin",NA,01 48 44 18 08,False
Europhone,"8 Terr. Bellini, 92800 Puteaux",europhone.fr,01 55 91 97 00,True
Infotel Conseil,"13 Rue Madeleine Michelis, 92200 Neuilly-sur-Seine",infotel.com,01 55 62 19 20,True
Métiers et Passions,"11 Av. du Fief, 95310 Saint-Ouen-l'Aumône",metiers-et-passions.com,01 34 30 39 00,False
MDS,"22 Rue Robert Benoist, 91410 Dourdan",NA,01 60 81 87 00,True
Tilt Services,"53 Rue Francis Combe, 95000 Cergy",tiltservices.org,01 30 30 64 00,True
ASL Airlines France,"Le Séquoia, 15 Rue du Haut de Laval, 93290 Tremblay-en-France",aslairlines.fr,01 48 16 47 47,True
SMC France,"1 Bd de Strasbourg, 77600 Bussy-Saint-Georges",smc-france.fr,01 64 76 10 00,True
EMITECH,"ZA de l'Observatoire, 3 Av. des Coudriers, 78180 Montigny-le-Bretonneux",emitech.fr,01 30 57 55 55,True
Tempur France,"8 Avenue du XXI Siecle - ZAC des Tulipes, 95500 Gonesse",fr.tempur.com,01 34 29 09 00,True
NA,NA,NA,NA,NA
Das ravalement,"69 Av. de la République, 92320 Châtillon",NA,01 46 55 14 64,False
Revima / Revima SOA,"13 Av. des Gros Chevaux, 95310 Saint-Ouen-l'Aumône",revima-group.com,01 34 40 36 36,False
Ami Services,"31 Cr Albert 1er, 95600 Eaubonne",ami-services.fr,01 39 59 22 33,True
Moody's France,"96 Bd Haussmann, 75008 Paris",moodysanalytics.com,NA,False
Paris Habitat,"21 bis Rue Claude Bernard, 75005 Paris",parishabitat.fr,NA,True
La Ressourcerie d'IMAJ,"Indiquer sur GPS : destination Piscine de Villliers Le Beel, 22 Av. du Champ Bacon, 95400 Villiers-le-Bel",laressourcerie.imaj95.fr,01 39 86 70 10,False
NA,NA,NA,NA,NA
Right Garon Bonvalot,"65 Rue de la Victoire, 75009 Paris",NA,01 53 21 62 00,False
Verisure (siège social),"1 Pl. du Général de Gaulle, 92160 Antony",verisure.fr,0 800 74 10 01,False
Orange Business Services,"1 Pl. des Droits de l'Homme, 93210 Saint-Denis",cloud.orange-business.com,01 40 91 39 00,True
DECADE,"18 Rue Goubet, 75019 Paris",decade.fr,01 53 38 86 10,True
Association Création Services Paris A.C.S.P,"47 Rue de Lourmel Entree 3, 75015 Paris",acsp-services.fr,01 45 77 45 66,True
Cide Elec,"32 Rue des Entrepreneurs, 91560 Crosne",cide-elec.fr,01 69 48 89 03,True
Fondation Abbé Pierre pour le logement des défavorisés,"3 Rue de Romainville, 75019 Paris",fondation-abbe-pierre.fr,01 55 56 37 00,True
Groupe GLI,"70 Rue de Saint-Denis, 93400 Saint-Ouen-sur-Seine",NA,01 55 56 70 00,True
TSG,"Centre d'affaires, La Boursidière, 92350 Le Plessis-Robinson",tsg-solutions.com,01 41 36 13 00,True
NA,NA,NA,NA,NA
CMI France,"3 Av. André Malraux, 92300 Levallois-Perret",cmifrance.com,01 87 15 21 21,True
GROUPE SAINT LEONARD,"1 Rue du Durteint, 77160 Poigny",groupe-saint-leonard.fr,01 64 00 44 02,True
Intermarché SUPER Provins,"15 Av. du Maréchal de Lattre de Tassigny, 77160 Provins",intermarche.com,01 64 00 10 78,True
NA,NA,NA,NA,NA
Association Dyna'MO,"3 Pass. Salarnier, 75011 Paris",dynamo.asso.fr,01 48 07 28 82,True
Fanuc France,"15 Rue Léonard de Vinci, 91090 Lisses",fanuc.fr,01 72 07 30 00,True
EHPAD Résidence La Forêt de l'Hautil,"34 Rue de l'Hautil, 78570 Andrésy",laforetdelhautil.com,01 39 70 90 10,True
CESA,"37 Rte de Vaugirard, 92190 Meudon",weetec.fr,01 46 26 94 94,True
Safilo France,"20-24 Rue Jacques Ibert, 92300 Levallois-Perret",NA,01 80 04 48 00,True
Vulcanic,"48 Rue Louis Ampère, 93330 Neuilly-sur-Marne",vulcanic.com,01 49 44 49 20,True
Fis,"46 Rue Notre Dame des Victoires, 75002 Paris",NA,NA,True
Louis Vuitton,"2 Rue du Pont Neuf, 75001 Paris",fr.louisvuitton.com,01 55 80 32 00,True
NA,NA,NA,NA,NA
Senior Aerospace Calorstat,"11 Rue des Soufflets, 91410 Dourdan",senior-calorstat.com,01 60 81 54 54,True
Editions Vuibert,"2 Pl. des Cinq Martyrs du Lycée Buffon, 75015 Paris",vuibert.fr,01 42 79 44 00,True
NA,NA,NA,NA,NA
Euro - Vert Tant Qu'il Y Aura La Terre,94460 Valenton,NA,01 43 89 04 04,False
Videojet Technologies France,"16 Av. du Québec, 91140 Villebon-sur-Yvette",videojet.fr,09 77 55 49 82,False
NA,NA,NA,NA,NA
Amphitech,"1 Rue Robert et Sonia Delaunay, 75011 Paris",amphitech.fr,01 43 67 93 77,True
Caudron Meunerie,"36 Av. de la Commune de Paris, 91220 Brétigny-sur-Orge",NA,01 69 88 14 14,True
Permis de Vivre,"23 Rue Bénard, 75014 Paris",permisdevivrelaville.org,01 44 64 70 78,True
EasyVista,"10 All. Bienvenue, 93160 Noisy-le-Grand",easyvista.com,01 55 85 91 00,True
Fives Maintenance,"ZAC Val d'Europe, 6-8 Rue de Rome, 77144 Montévrain",fivesgroup.com,01 64 12 47 62,True
