denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
SOPRA STERIA GROUP,,,,,,,,,,2000 à 4999 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,False,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,5 ET 6,5,,PL,DE L IRIS,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
SOCIETE FRANCAISE DU RADIOTELEPHONE  S.F.R,,,,,,,SFR,,,2000 à 4999 salariés,Télécommunications sans fil,Télécommunications sans fil,Télécommunications sans fil,Télécommunications,Information et communication,True,Télécommunications sans fil,Télécommunications sans fil,Télécommunications sans fil,Télécommunications,Information et communication,,16,,RUE,DU GAL ALAIN DE BOISSIEU,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
PARIS HABITAT-OPH,,,,,PARIS HABITAT,,,,,2000 à 4999 salariés,Location de logements,Location de logements,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,True,Location de logements,Location et exploitation de biens immobiliers propres ou loués,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,,21,B,RUE,CLAUDE BERNARD,75005,PARIS 5,,75105,75253,PARIS CEDEX 05,,0,,,,0,,,0,,
FEDERAL EXPRESS CORPORATION,,,,,,,,,,2000 à 4999 salariés,Transports aériens de fret,Transports aériens de fret,Transports aériens de fret,Transports aériens,Transports et entreposage,False,Transports aériens de fret,Transports aériens de fret,Transports aériens de fret et transports spatiaux,Transports aériens,Transports et entreposage,CDG 2000 ZONE ENTRETIEN,0,,RTE,DE L ARPENTEUR,95700,ROISSY-EN-FRANCE,,95527,95704,ROISSY CHARLES DE GAULLE CEDEX 1,,0,,,,0,,,0,,
LA POSTE,,DIRECTION GENERALE DE LA POSTE,,,,,LA POSTE,,,2000 à 4999 salariés,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste et de courrier,Transports et entreposage,True,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste et de courrier,Transports et entreposage,DIRECTION GENERALE DE LA POSTE,9,,RUE,DU COLONEL PIERRE AVIA,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
WAVESTONE,,,,,HAPSIS,,,,,2000 à 4999 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,100-101,100,,,TERRASSE BOIELDIEU,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
MBDA FRANCE,,,,,,,,,,2000 à 4999 salariés,Fabrication d'armes et de munitions,Fabrication d'armes et de munitions,Fabrication d'armes et de munitions,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Industrie manufacturière,True,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,,1,,AV,REAUMUR,92350,LE PLESSIS-ROBINSON,,92060,92358,LE PLESSIS ROBINSON CEDEX,,0,,,,0,,,0,,
FRAMATOME,,,,,,,,,,2000 à 4999 salariés,Réparation d'ouvrages en métaux,Réparation d'ouvrages en métaux,Réparation d'ouvrages en métaux,Réparation et installation de machines et d'équipements,Industrie manufacturière,True,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros de combustibles et de produits annexes,Autres commerces de gros spécialisés,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,TOUR AREVA,1,,PL,JEAN MILLIER,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
ORANGE,,,,,,,,,,2000 à 4999 salariés,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,False,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,BAT A,1,,AV,NELSON MANDELA,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
ORANGE,,,,,,,,,,2000 à 4999 salariés,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,False,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,,44,,AV,DE LA REPUBLIQUE,92320,CHATILLON,,92020,0,,,0,,,,0,,,0,,
THALES SIX GTS FRANCE SAS,,,,,,,,,,2000 à 4999 salariés,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication,"Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,True,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication,"Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,,4,,AV,DES LOUVRESSES,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
AUBAY,,AUBRAY PROJIPE,,,,,,,,2000 à 4999 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,13,,RUE,LOUIS PASTEUR,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
TECHNIP ENERGIES FRANCE,,,,,,,,,,2000 à 4999 salariés,"Ingénierie, études techniques","Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",False,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",6-8-FAUBOURG DE L ARCHE,6,,ALL,DE L ARCHE,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
BOUYGUES TELECOM,,BOUYGUES TELECOM ENTREPRISES,,,,,,,,2000 à 4999 salariés,Télécommunications sans fil,Télécommunications sans fil,Télécommunications sans fil,Télécommunications,Information et communication,False,Autres activités informatiques,Autres activités informatiques,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,13 A 15,13,,AV,DU MARECHAL JUIN,92360,MEUDON,,92048,0,,,0,,,,0,,,0,,
SANOFI-AVENTIS FRANCE,,,,,,,,,,2000 à 4999 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,82,,AV,RASPAIL,94250,GENTILLY,,94037,0,,,0,,,,0,,,0,,
ASSOCIATION HOPITAL FOCH,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,40,,RUE,WORTH,92150,SURESNES,,92073,92151,SURESNES CEDEX,,0,,,,0,,,0,,
SAFRAN AIRCRAFT ENGINES,,,,,,,,,,2000 à 4999 salariés,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,False,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,,1,,RUE,HENRI DESBRUERES,91000,EVRY-COURCOURONNES,,91228,0,,,0,,,,0,,,0,,
PARTYLITE SARL,,,,,,,,,,2000 à 4999 salariés,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros d'autres biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros d'autres biens domestiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,ZAC DES BELLEVUES,1,,RUE,DE L EGALITE,95230,SOISY-SOUS-MONTMORENCY,,95598,0,,,0,,,,0,,,0,,
FREE RESEAU,,,,,,,,,,2000 à 4999 salariés,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,True,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication,,16,,RUE,DE LA VILLE L EVEQUE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
SOCIETE AIR FRANCE,,SKYTEAM,,,,,,,,2000 à 4999 salariés,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,True,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,,45,,RUE,DE PARIS,93290,TREMBLAY-EN-FRANCE,,93073,95747,ROISSY CHARLES DE GAULLE CEDEX 1,,0,,,,0,,,0,,
SOCIETE AIR FRANCE,,SKYTEAM,,,SKYTEAM,,,,,2000 à 4999 salariés,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,False,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,ROUTE DE L ARPENTEUR,0,,,AEROPORT CHARLES DE GAULLE,95700,ROISSY-EN-FRANCE,,95527,0,,,0,,,,0,,,0,,
SOCIETE AIR FRANCE,,SKYTEAM,,,,,,,,2000 à 4999 salariés,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,False,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,,0,,,AEROPORT CDG 2,77990,LE MESNIL-AMELOT,,77291,0,,,0,,,,0,,,0,,
ATALIAN SECURITE,,SOC PRIVEE DE SURVEILLANCE ARES FRANCE,,,,,,,,2000 à 4999 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,False,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,BATIMENT 521,10,,RUE,WALDECK ROCHET,93300,AUBERVILLIERS,,93001,0,,,0,,,,0,,,0,,
FRANCE TELEVISIONS,,FRANCE TELEVISIONS,,,,,,,,2000 à 4999 salariés,Édition de chaînes généralistes,Édition de chaînes généralistes,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication,True,Édition de chaînes généralistes,Programmation de télévision et télédiffusion,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication,,7,,,ESP HENRI DE FRANCE,75015,PARIS 15,,75115,75907,PARIS CEDEX 15,,0,,,,0,,,0,,
DALKIA,,,,,,,,,,2000 à 4999 salariés,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",False,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",TOUR EUROPE,33,,PL,DES COROLLES,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
SAFRAN ELECTRONICS & DEFENSE,,,,,,,,,,2000 à 4999 salariés,Fabrication d'équipements d'aide à la navigation,Fabrication d'équipements d'aide à la navigation,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation","Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,False,Fabrication d'équipements d'aide à la navigation,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie","Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,,100,,AV,DE PARIS,91300,MASSY,,91377,0,,,0,,,,0,,,0,,
NOKIA NETWORKS FRANCE,,,,,,,,,,2000 à 4999 salariés,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros de composants et d'équipements électroniques et de télécommunication,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Télécommunications sans fil,Télécommunications sans fil,Télécommunications sans fil,Télécommunications,Information et communication,CENTRE DE VILLARCEAUX,0,,RTE,DE VILLEJUST,91620,NOZAY,,91458,0,,,0,,,,0,,,0,,
ARIANEGROUP SAS,,,,,,,,,,2000 à 4999 salariés,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,True,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,51-61,51,,RTE,DE VERNEUIL,78130,LES MUREAUX,,78440,0,,,0,,,,0,,,0,,
TOTALENERGIES SE,,,,,TOTALENERGIE SE,,,,,2000 à 4999 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",LA DEFENSE 6,2,,PL,JEAN MILLIER,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
PSA AUTOMOBILES SA,,,,,,,,,,2000 à 4999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,CHEMIN VICINAL 2,0,,RTE,DE GIZY,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
PSA AUTOMOBILES SA,,,,,,,,,,2000 à 4999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,,45,,RUE,JEAN PIERRE TIMBAUD,78300,POISSY,,78498,0,,,0,,,,0,,,0,,
PSA AUTOMOBILES SA,,,,,,,,,,2000 à 4999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,True,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,02-Oct,2,,BD,DE L EUROPE,78300,POISSY,,78498,0,,,0,,,,0,,,0,,
BNP PARIBAS PERSONAL FINANCE,,CETELEM,ARGENIUS,BNP PARIBAS INVEST IMMO,,,,,,2000 à 4999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,False,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,18/20 RUE BAUDIN BAT A ET BAT B,143,,RUE,ANATOLE FRANCE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
AEROPORTS DE PARIS,ADP,,,,,ADP,AEROPORT D'ORLY,,,2000 à 4999 salariés,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,,103,,,AEROGARE SUD,94310,ORLY,,94054,94396,ORLY AEROGARE CEDEX,,0,,,,0,,,0,,
AEROPORTS DE PARIS,ADP,,,,,ADP,AEROPORT CHARLES DE GAULLE,,,2000 à 4999 salariés,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,,0,,,AEROPORT CHARLES DE GAULLE,95700,ROISSY-EN-FRANCE,,95527,0,,,0,,,,0,,,0,,
CIE IBM FRANCE,,,,,,,,,,2000 à 4999 salariés,Gestion d'installations informatiques,Gestion d'installations informatiques,Gestion d'installations informatiques,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,17,,AV,DE L EUROPE,92270,BOIS-COLOMBES,,92009,92275,BOIS COLOMBES CEDEX,,0,,,,0,,,0,,
SOCIETE GENERALE,SG,SOCIETE GENERALE,,,SOCIETE GENERALE,SG,SOCIETE GENERALE,,,2000 à 4999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,False,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,IMMEUBLE LES DUNES,6,,ALL,DES SABLONS,94120,FONTENAY-SOUS-BOIS,,94033,0,,,0,,,,0,,,0,,
BANQUE DE FRANCE,BDF,,,,,BDF,,,,2000 à 4999 salariés,Activités de banque centrale,Activités de banque centrale,Activités de banque centrale,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Activités de banque centrale,Activités de banque centrale,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,1,,RUE,LA VRILLIERE,75001,PARIS 1,BP 71928,75101,0,,,0,,,,0,,,0,,
GENERALI VIE,,,,,,,,,,2000 à 4999 salariés,Assurance vie,Assurance vie,Assurance vie,Assurance,Activités financières et d'assurance,False,Réassurance,Réassurance,Réassurance,Assurance,Activités financières et d'assurance,Nov-17,0,,AV,FRANCOIS MITTERRAND,93210,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
L'OREAL,,,,,GARNIER; GEMEY PARIS MAYBELLINE NEW YORK; GARNIER MAYBELLINE,,,,,2000 à 4999 salariés,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",Activités de location et location-bail,Activités de services administratifs et de soutien,False,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,Commerce de gros de parfumerie et de produits de beauté,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,30,,RUE,D ALSACE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
DASSAULT AVIATION,,,,,,,,,,2000 à 4999 salariés,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,False,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,,78,,QUAI,MARCEL DASSAULT,92210,SAINT-CLOUD,,92064,0,,,0,,,,0,,,0,,
ACCENTURE,,,,,ACCENTURE,,,,,2000 à 4999 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,118-122,118,,AV,DE FRANCE,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,BATIMENT BOURDON,,,2000 à 4999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,21,,BD,BOURDON,75004,PARIS 4,,75104,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,,,,2000 à 4999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,54,,QUAI,DE LA RAPEE,75012,PARIS 12,,75112,75599,PARIS CEDEX 12,,0,,,,0,,,0,,
AGENCE FRANCAISE DE DEVELOPPEMENT,AFD,,,,,AFD,,,,2000 à 4999 salariés,Autre distribution de crédit,Autre distribution de crédit,Autre distribution de crédit,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autre distribution de crédit,Autre distribution de crédit,"Autres activités des services financiers, hors assurance et caisses de retraite","Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,5,,RUE,ROLAND BARTHES,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
CAISS REGIO CREDI AGRIC MUTUEL PARIS IDF,,,,,,,,,,2000 à 4999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,26,,QUAI,DE LA RAPEE,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
HSBC CONTINENTAL EUROPE,,,,,,,HSBC,,,2000 à 4999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,False,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,COEUR DEFENSE,110,,ESP,DU GENERAL DE GAULLE,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
FONDATION HOPITAL SAINT JOSEPH,,,,,,,GROUPE HOSPITALIER PARIS SAINT-JOSEPH,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,FONDATION HOPITAL SAINT -JOSEPH,185,,RUE,RAYMOND LOSSERAND,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
INSTITUT PASTEUR,,,,,,,,,,2000 à 4999 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",True,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",25-28,28,,RUE,DU DOCTEUR ROUX,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
COMMISSARIAT A L' ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,CEA,,,,CEA,CEA CENTRE DE BRUYERES LE CHATEL,,,2000 à 4999 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",False,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",,0,,,,91680,BRUYERES-LE-CHATEL,,91115,91297,ARPAJON CEDEX,,0,,,,0,,,0,,
KPMG,,KPMG SA,,,,,KPMG SA,,,2000 à 4999 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",TOUR EQHO,2,,AV,GAMBETTA,92400,COURBEVOIE,,92026,92066,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
INSTITUT GUSTAVE ROUSSY,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,39,B,RUE,CAMILLE DESMOULINS,94800,VILLEJUIF,,94076,94805,VILLEJUIF CEDEX,,0,,,,0,,,0,,
RENAULT SAS,,,,,,,,,,2000 à 4999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,USINE PIERRE LEFAUCHEUX,0,,BD,PIERRE LEFAUCHEUX,78410,AUBERGENVILLE,,78029,0,,,0,,,,0,,,0,,
