AdresseEtablissementPrive,NomEtablissementPrive
33 BOULEVARD LANNES 75116 PARIS 16,"['Ecole Privee Pascal', 'Lycee Prive Pascal', 'College Prive Pascal', ""Internat de l'Ecole, College et Lycee Pascal""]"
33 RUE LA BOETIE 75008 PARIS 8,['Groupe EAC Paris']
33 TER RUE GABRIELLE JOSSERAND 93500 PANTIN,['Ecole Primaire Privee Sainte-Marthe']
33/35 COTE DE L'ENTRE-DEUX 91280 SAINT-PIERRE-DU-PERRAY,"['Lycee Polyvalent General Saint-Leon Senart - Institution Saint-Spire', 'College Prive Saint-Spire Senart - Institution Saint-Spire']"
33/35 COTE DE L'ENTRE-DEUX 91280 SAINT-PIERRE-DU-PERRAY,['Institution Saint-Spire']
34 AVENUE DES CHAMPS ELYSEES 75008 PARIS 8,['EURECOLE College Prive']
34 BOULEVARD MAXIME GORKI 94800 VILLEJUIF,['CFA Proprete Inhni Ile de France']
34 BOULEVARD MAXIME GORKI 94808 VILLEJUIF,['CFA Proprete inhni Ile de France']
34 RUE DE LA CLEF 75005 PARIS 5,['Ecole Claude Bernard']
35 AVENUE DE SAINT-OUEN 75017 PARIS 17,"['College Prive Saint-Michel des Batignolles, Ensemble Batignolles Epinettes', 'Lycee Prive St-Michel des Batignolles Ensemble Batignolles Epinettes']"
35 RUE ANATOLE-FRANCE 93600 AULNAY-SOUS-BOIS,"[""Ecole Privee Catholique l'Esperance""]"
35 RUE GABRIEL PERI 92130 ISSY-LES-MOULINEAUX,['Faculte de Droit (Universite Catholique de Lille) - Campus Issy-les-Moulineaux']
35 RUE DE CLICHY 75009 PARIS 9,['H3 Campus']
36 QUAI D'AUSTERLITZ 75013 PARIS 13,['IFM Institut Francais de la Mode']
36 RUE SAINT-BARTHELEMY CS 20179 77007 MELUN,"['Lycee Technique Prive Saint-Aspais', 'Lycee Prive Saint-Aspais']"
36 RUE DE LA GRANDE CEINTURE 94100 SAINT-MAUR-DES-FOSSES,['College Saint Padre Pio (statut catholique hors contrat)']
36 RUE DES ARTISTES 75014 PARIS 14,"['Ecole Dynamique', 'College Dynamique']"
37 ALLEE DE LA FONTAINE 93340 LE RAINCY,"['College Prive Saint-Louis-Sainte-Clotilde', 'Lycee Prive Saint-Louis-Sainte-Clotilde']"
37 BOULEVARD SOULT 75012 PARIS 12,['Ecole Professionnelle de la Boucherie']
37 RUE SAINT-ROCH 75001 PARIS 1,['Ecole Primaire Privee Notre Dame Saint Roch']
37 RUE DES VALANCHARDS 95280 JOUY-LE-MOUTIER,['Lycee Notre-Dame de la Compassion - Louise Elisabeth Mole - Jouy-le-Moutier']
38 RUE ANATOLE FRANCE 92300 LEVALLOIS-PERRET,['MBway Management and Business School']
39 B RUE LEON MARTINE 92290 CHATENAY-MALABRY,['Cinetic-Sante']
39 RUE GRANDE-FONTAINE 78100 SAINT-GERMAIN-EN-LAYE,['College Prive Saint-Augustin']
39 RUE NOTRE DAME DES CHAMPS 75006 PARIS 6,"[""ISFEC AFAREC IDF Ste Genevieve - Institut Superieur de Formation de l'Enseignement""]"
39-41 RUE SAINT-LAZARE 95290 L'ISLE-ADAM,"['Ecole Privee Notre-Dame', 'College Prive Notre-Dame']"
39-46 RUE MALMAISON 93170 BAGNOLET,"[""Ecole Privee Saint-Benoist de l'Europe""]"
4 AVENUE DE LA REPUBLIQUE 91260 JUVISY-SUR-ORGE,['Ecole Privee Sainte-Anne']
4 BIS AVENUE DE L'IMPERATRICE JOSEPHINE 92500 RUEIL-MALMAISON,['Ecole Montessori Bilingue de Rueil Malmaison']
4 BIS RUE DES ROSIERS 75004 PARIS 4,"['ORT Ecole de Travail - CFA', 'Ecole de Travail ORT']"
4 RUE COLONEL COMBES 75007 PARIS 7,['The American University of Paris']
4 RUE JOSEPH MONIER 92500 RUEIL-MALMAISON,['Ecole CERENE']
4 RUE DU PRESIDENT-KENNEDY 94220 CHARENTON-LE-PONT,"['Ecole Privee Mixte Notre-Dame-des-Missions-Saint-Pierre', 'College Prive Mixte Notre-Dame-des-Missions-Saint-Pierre']"
40 AVENUE MARCEL PAUL 92230 GENNEVILLIERS,"[""L'EA Gennevilliers""]"
40 BIS RUE VICTOR-HUGO 94700 MAISONS-ALFORT,['Ecole Privee Saint-Francois']
40 RUE ALFRED MAURY 77109 MEAUX,['College Sainte-Marie a ouverture internationale']
40 RUE JEAN DE LA FONTAINE 75016 PARIS 16,"[""Apprentis d'Auteuil - Lycee Professionnel Sainte-Therese"", ""Apprentis d'Auteuil - Ecole Hoteliere Sainte-Therese""]"
40 RUE DU DOCTEUR ROUX 75015 PARIS 15,['ESME Sudria Paris']
41 AVENUE DE LA GRANDE ARMEE 75116 PARIS 16,['Concordia School']
41 BOULEVARD DU GENERAL MARTIAL VALIN 75015 PARIS 15,['Academie Internationale de Coupe de Paris']
41 RUE PASTEUR 92210 SAINT-CLOUD,['Lycee American School of Paris']
42 AVENUE KLEBER 75116 PARIS 16,"[""Ecole Privee d'Esthetique et de Cosmetologie Francoise-Morice""]"
43 RUE CHAMPLOUIS 91100 CORBEIL-ESSONNES,['Ecole Privee Sainte Marie - Institution Saint-Spire']
43 RUE DECAMPS 75116 PARIS 16,['Cours Hattemer']
43 RUE RAPAIL 93100 MONTREUIL,['Lycee Technique ORT Daniel Meyer']
43 RUE DU GENERAL-DE-GAULLE 78490 LE TREMBLAY-SUR-MAULDRE,"[""CFATL Centre de Formation d'Apprentis du Transport et de la Logistique"", 'Ecole Pratique du Tourisme EPT/IFAV']"
43 RUE DU GENERAL-DE-GAULLE BP 51 78490 LE TREMBLAY-SUR-MAULDRE,['CFA de la Navigation Interieure']
43-51 RUE RAYMOND POINCARE 91330 YERRES,['Internat du College Les Institutions Beth Rivkah']
44 BOULEVARD AUGUSTE BLANQUI 75013 PARIS 13,"['Lycee Polyvalent Prive Le Rebours', 'Lycee General et Technologique Prive sous contrat Le Rebours']"
44 RUE DE GRENELLE 75007 PARIS 7,"[""Lycee Prive Saint-Thomas d'Aquin""]"
44 RUE DE LA FONTAINE D'AMOUR 95270 VIARMES,['Ecole Les Petites Souris de Montessori']
45 ROUTE D'ARTONDU 91150 ORMOY-LA-RIVIERE,['Maison Familiale du Moulin de la Planche']
45 RUE LINOIS 75015 PARIS 15,['ESUP Paris']
45 RUE D'ARTONDU 91150 ORMOY-LA-RIVIERE,['Maison Familiale du Moulin de la Planche']
45 RUE DE LOURMEL 75015 PARIS 15,"[""ISO Institut Superieur d'Optique""]"
45 RUE DE MONTREUIL 75011 PARIS 11,['Ecole Internationale de Coiffure']
46 RUE RENE CLAIR 75018 PARIS 18,['Rocket School']
47 RUE SAINT-LAURENT 77400 LAGNY-SUR-MARNE,"['Ensemble Scolaire Saint-Laurent La Paix Notre-Dame, Ecole']"
47 RUE DE CHAILLOT 75016 PARIS 16,['Dual Diploma Academica']
48 AVENUE DE LA MARNE 92600 ASNIERES-SUR-SEINE,['Ecole Privee - Institution Sainte-Genevieve']
48 RUE DARIUS MILHAUD 75019 PARIS 19,['Ecole Maternelle Bilingue']
48 RUE STEPHENSON 75018 PARIS 18,['CFA Stephenson']
49 AVENUE DUQUESNE 75007 PARIS 7,['Ecole Primaire Privee Sainte Jeanne-Elisabeth']
49 AVENUE DES GENOTTES 95800 CERGY-PONTOISE,['EBI Ecole de Biologie Industrielle']
49 RUE BOBILLOT 75013 PARIS 13,"['Groupe Scolaire Saint-Vincent-de-Paul Paris 13 - Lycee General et Technologique', 'Groupe Scolaire Saint-Vincent-de-Paul Paris 13 - Lycee Professionnel', 'Groupe Scolaire Saint-Vincent-de-Paul Paris 13 - College']"
49 RUE JEAN-JAURES 77440 LIZY-SUR-OURCQ,['Ecole Primaire Privee Saint-Albert']
49 RUE DU RANELAGH 75016 PARIS 16,['At Montessori Ranelagh']
49-51 RUE PETIT 75019 PARIS 19,['Lycee prive Beth Hanna']
5 AVENUE ARBLADE 92240 MALAKOFF,"['Institution Notre-Dame de France', 'Institution Notre-Dame-de-France']"
5 AVENUE DE PROVENCE 75009 PARIS 9,['Education First']
5 BIS ROUTE STRATEGIQUE 95330 DOMONT,"[""Apprentis d'Auteuil - Internat Educatif et Scolaire (IES) Saint Pie X""]"
5 BOULEVARD DE STALINGRAD 94320 THIAIS,"[""Apprentis d'Auteuil - Internat Educatif et Scolaire Poullart des Places""]"
5 RUE LAS CASES 75007 PARIS 7,['EDUC PREPA']
5 RUE LEMAIGNAN 75014 PARIS 14,['Pole Paris Alternance']
5 RUE YEO THOMAS 75013 PARIS 13,['Etablissement Tournesol']
5 RUE DE LÜBECK 75116 PARIS 16,['Eurecole']
5 RUE DE L'ANCIENNE-EGLISE 91230 MONTGERON,"['Institution Sainte Therese, College']"
5 RUE DE LA MADONE 75018 PARIS 18,"['Lycee Prive et UFA Charles de Foucauld - Groupe Scolaire La Madone', 'Lycee Prive Charles de Foucauld - Groupe Scolaire La Madone']"
5 RUE DES RECULETTES 75013 PARIS 13,['MBS Medicis']
5 RUELLE DE LA DEMI-LUNE 92260 FONTENAY-AUX-ROSES,['Ecole Saint-Vincent-de-Paul']
50 BOULEVARD DE MENILMONTANT 75020 PARIS 20,['Cours Galien']
51 AVENUE DES SABLONS BOUILLANTS 77124 CHAUCONIN-NEUFMONTIERS,['IMA du pays de Meaux - CMA 77']
51 RUE DES POISSONNIERS 75018 PARIS 18,"[""L'Ecole de la Maille de Paris""]"
51-53 RUE PIERRE-BROSSOLETTE 95200 SARCELLES,"[""Lycee Prive d'Enseignement General et Technologique, La Salle - Saint Rosaire"", 'College Prive La Salle - Saint Rosaire']"
52 RUE BROCA 75005 PARIS 5,['Douce Maternelle']
52 RUE SAINT-LAZARE 75009 PARIS 9,['CMH Paris Ecole de Management Hotelier']
52 RUE VANEAU 75007 PARIS 7,"['College Prive Therese-Chappuis', 'Lycee Prive Therese-Chappuis']"
52 RUE DE LONDRES 75008 PARIS 8,['Cours Hattemer']
52 RUE DE L'ARBRE SEC 75001 PARIS 1,['Icademie']
52 RUE DU THEATRE 75015 PARIS 15,['ESCG Ecole Superieure de Comptabilite et Gestion']
52-52 BIS RUE LAFFITTE 75009 PARIS 9,"['Academie Guinot Mary Cohr', 'Ecole Esthetique Academie Guinot Mary Cohr']"
53 AVENUE EDOUARD VAILLANT 93000 BOBIGNY,"[""College Cours Protestant d'Ile de France""]"
53 AVENUE MASSENAT DEROCHE 91460 MARCOUSSIS,"[""Apprentis d'Auteuil - Campus Saint-Antoine"", ""Apprentis d'Auteuil - Internat Educatif Scolaire (IES) du Lycee Horticole et Paysager""]"
53 RUE JEAN DE LA FONTAINE 75016 PARIS 16,['Ecole Le Cours du Soleil']
53 RUE DE LA GARE DE REUILLY 75012 PARIS 12,"['College Prive - Ensemble Scolaire Saint Michel de Picpus', 'Lycee Prive - Ensemble Scolaire Saint Michel de Picpus']"
53 RUE DE LA GARE DE REUILLY 75012 PARIS 12,['CPGE - Ensemble Scolaire Saint Michel de Picpus']
54 BIS RUE DOMBASLE 75015 PARIS 15,['SUP des RH']
54 RUE DE LA MAISON ROUGE LOGNES 77437 MARNE-LA-VALLEE,['ESCI Ecole Superieure de Commerce International']
55 QUAI ALPHONSE LE GALLO 92100 BOULOGNE-BILLANCOURT,['ESSCA Paris']
55 RUE GABRIEL-PERI 95240 CORMEILLES-EN-PARISIS,"['College Prive Saint-Charles', 'Ecole Privee Saint-Charles']"
56 RUE DE PASSY 75116 PARIS 16,['College Kingsworth Internationalschool']
58 RUE DE LA SABLIERE 92600 ASNIERES-SUR-SEINE,['123 mon ecole Asnieres-sur-Seine']
58 RUE DU PROFESSEUR GOSSET 75018 PARIS 18,"[""Sup’Expertise Paris - L'Ecole superieure des metiers de l'expertise comptable, de""]"
58-60 BOULEVARD GARIBALDI 75015 PARIS 15,['Ecoles de Conde - Paris Patrimoine']
59 RUE PLANCHAT 75020 PARIS 20,"['CFPP de la Pharmacie Paris Ile-de-France', 'CFA de la Pharmacie Paris Ile-de-France']"
6 AVENUE VAN DYCK 75008 PARIS 8,['Ecole Internationale Bilingue Monceau']
6 RUE CARLE VERNET 92310 SEVRES,['Ecole maternelle Montessori 21 Sevres']
6 RUE J.-P.-TIMBAUD 92400 COURBEVOIE,"['Groupe Scolaire Ste-Genevieve-St-Pierre-St-Paul, College']"
6 RUE PAUL BAUDRY 75008 PARIS 8,['Silvya Terrade Paris (ex Ecole Regine Ferrere)']
6 RUE DE L’ECOLE DE MEDECINE 75006 PARIS 6,['Cours Legendre']
6-10 RUE PAUL BERT 92240 MALAKOFF,"[""L'Horizon""]"
6-8 PLACE DE LA RESISTANCE 93207 SAINT-DENIS,"['Ensemble Scolaire Jean-Baptiste de La Salle Notre-Dame de la Compassion, Lycee Prive']"
60 QUAI DE JEMMAPES 75010 PARIS 10,['Ecole Webstart']
61 BIS RUE DES PEUPLIERS 92100 BOULOGNE-BILLANCOURT,['IFAG Ecole de Management Paris Ile-de-France']
61 RUE NOTRE-DAME DES CHAMPS 75006 PARIS 6,"['Notre Dame de Sion, College Prive']"
62 BIS RUE PIERRE DEMOURS 75017 PARIS 17,['Cours Prive Carnot']
62 RUE MIROMESNIL 75008 PARIS 8,['ENOES Ressources Humaines ERH']
62 RUE DE MAUBEUGE 75009 PARIS 9,['Jaelys']
62 RUE DE MIROMESNIL 75008 PARIS 8,"['ENOES Expertise Comptable et Audit', 'ENOES Ecole Superieure des transports EST']"
62 RUE DE PARIS AMBLAINVILLIERS 91370 VERRIERES-LE-BUISSON,"[""Ecole Steiner Jardin d'enfants Primaire"", 'College Ecole Steiner']"
63 BOULEVARD EXELMANS 75016 PARIS 16,['American BBA INSEEC MBA Institute']
63 BOULEVARD DE BRANDEBOURG 94200 IVRY-SUR-SEINE,['IPSA Institut Polytechnique des Sciences Avancees']
64 BIS RUE DE LA BOETIE 75008 PARIS 8,['Ecole Elysees Marbeuf']
64 BIS RUE TAITBOUT 75009 PARIS 9,"['Cours Socrate', 'Lycee Prive Clapeyron']"
64 BIS RUE DU ROCHER 75008 PARIS 8,"['INTEGRALE Prepa', ""INTEGRALE institut d'Enseignement Superieur Prive""]"
64 RUE D'ASSAS 75006 PARIS 6,['Lycee General et Technologique Sainte-Genevieve']
65 AVENUE DU GENERAL-LECLERC 92340 BOURG-LA-REINE,"[""Lycee Prive de l'Institut Notre-Dame"", ""Ecole Privee de l'Institut Notre-Dame"", ""College Prive de l'Institut Notre-Dame""]"
65 QUAI D'ORSAY 75007 PARIS 7,"[""The Bilingual Montessori School of Paris - Campus d'Orsay""]"
65 RUE DU CARDINAL LEMOINE 75005 PARIS 5,['Ecole Privee Sainte-Genevieve']
65-67 BOULEVARD DU MIDI 93340 LE RAINCY,['College Merkaz Hatorah Filles']
66 AVENUE RAYMOND POINCARE 75116 PARIS 16,"[""Ecole Privee Saint-Honore-d'Eylau""]"
66 AVENUE RAYMOND-POINCARE 75116 PARIS 16,"[""College Saint-Honore-d'Eylau""]"
66 AVENUE DU MAINE 75014 PARIS 14,['ESCEN Paris']
66 RUE GUY MOQUET 94800 VILLEJUIF,"[""Sup'Biotech - Institut des Biotechnologies de Paris""]"
68 RUE D'ASSAS 75006 PARIS 6,"['Lycee Prive Saint Sulpice', 'Lycee Prive Saint-Sulpice']"
68 RUE DE LA CHAUSSEE D'ANTIN 75009 PARIS 9,"['Lycee Prive Morvan', 'College Prive Morvan']"
7 ALLEE JEAN BAPTISTE LULLY 92500 RUEIL-MALMAISON,['Ecole Privee Saint-Charles Notre-Dame']
7 RUE CHARDIN 75016 PARIS 16,['Ecole Bilingue Chardin']
7 AVENUE DE CHARLEBOURG 92250 LA GARENNE-COLOMBES,['Ecole Rainbow School Paris']
7 BOULEVARD AGUADO 91000 EVRY-COURCOURONNES,['Ecole Privee Sainte-Mathilde']
7 QUAI BOISSY-D'ANGLAS 78380 BOUGIVAL,"['College Prive Sainte-Therese', 'Ecole Privee Sainte-Therese']"
7 RUE JOEL LE THEULE 78180 MONTIGNY-LE-BRETONNEUX,['Lycee Professionnel UFA Notre-Dame du Grandchamp']
7 RUE MACAIGNE FORTIER 95650 BOISSY-L'AILLERIE,['College de La Source']
7 RUE PERRONET 75007 PARIS 7,"[""Ecole Nouvelle St-Thomas-d'Aquin""]"
7 RUE SALOMON REINACH 78100 SAINT-GERMAIN-EN-LAYE,['Lycee Professionnel Prive Saint-Erembert']
7 RUE SALOMON-REINACH 78100 SAINT-GERMAIN-EN-LAYE,"['Lycee General et Technologique Prive Saint-Erembert', 'Ecole Privee Saint-Erembert', 'College Prive Saint-Erembert']"
7 RUE DU BARON-DE-NIVIERE 91140 VILLEBON-SUR-YVETTE,"['Internat du Lycee Prive Ile-de-France', 'Lycee Internat Ile-de-France', 'College Internat Ile-de-France']"
7 RUE DU DOCTEUR SCHWEITZER 95600 EAUBONNE,['Ecole Plurivalente']
"70 GALERIE DES DAMIERS, LA DEFENSE 1 92400 COURBEVOIE",['EDC Paris Business School']
70 AVENUE DENFERT-ROCHEREAU 75014 PARIS 14,['IPC - Facultes Libres de Philosophie et de Psychologie']
70 RUE MARIUS AUFAN 92300 LEVALLOIS-PERRET,"[""IHEDRA - L'Ecole du Management des Territoires et de l'Agrobusiness""]"
70 RUE MARIUS-AUFAN 92300 LEVALLOIS-PERRET,['EPSI Campus de Paris']
70 RUE DE MONTGERON BP 201 91801 BRUNOY,"['College Prive Saint-Pierre', 'Lycee General Saint-Pierre']"
71 BOULEVARD DE BRANDEBOURG 94200 IVRY-SUR-SEINE,['ARTEC']
71 RUE SAINT-HONORE 77300 FONTAINEBLEAU,['Ecole Primaire Privee Sainte-Marie']
71 RUE DE PARIS 91110 CLICHY,['College CERENE']
72 RUE GAMBETTA 78250 MEULAN,['Ecole Privee Mixte Mercier Saint-Paul']
73 BOULEVARD SAINT-MARCEL 75013 PARIS 13,"[""GOBELINS Ecole de l'Image Site de Paris""]"
74 BIS AVENUE MAURICE THOREZ 94200 IVRY-SUR-SEINE,"[""ESIEA Paris, Ecole Superieure d'Informatique-Electronique-Automatique""]"
74 QUAI DE LA LOIRE PARIS 19,['Ecole Montessori 21 de Paris Jaures']
76 RUE SAINT-LAZARE 75009 PARIS 9,"['College Cours Sainte-Anne', 'Ecole Cours Sainte-Anne']"
76-78 RUE SAINT-LAZARE 75009 PARIS 9,"[""L'Ecole par Correspondance""]"
77 AVENUE DE LA REPUBLIQUE 75011 PARIS 11,['ABD - Academie de Bande Dessinee DELCOURT']
78 RUE SAINT-LAZARE 75009 PARIS 9,"['Cours Legendre', 'College par Correspondance', 'Lycee par Correspondance']"
8 TERRASSE BELLINI 92800 PUTEAUX,"['IEA Institut Europeen des Affaires, Ecole Superieure de Management']"
8 AVENUE HENRI-PEUTEUIL 94430 CHENNEVIERES-SUR-MARNE,['Cours Prive Valin']
8 AVENUE DE LA PORTE DE CHAMPERRET 75017 PARIS 17,['La Fabrique - ESIV Ecole Superieure des Industries du Vetement']
8 BIS RUE DE TUNIS 75011 PARIS 11,['Schola Nova']
8 BOULEVARD PASTEUR 75015 PARIS 15,['Math Soutien']
8 PLACE NICOLAS-FLAMEL 95300 PONTOISE,"['Lycee Prive Catholique Notre-Dame de la Compassion - Pontoise', 'College Prive Catholique Notre Dame de la Compassion - Pontoise']"
8 ROUTE STRATEGIQUE 95240 CORMEILLES-EN-PARISIS,"[""Ecole Montessori Esprit d'Eveil""]"
8 RUE BENJAMIN-GODARD 75116 PARIS 16,['Lycee IPECOM Paris']
8 RUE JULES GAUTIER 92000 NANTERRE,['Ecole Montessori 21']
8 RUE MAURICE-DE-LA-SIZERANNE 75007 PARIS 7,"['Lycee Prive Mixte Sainte Jeanne-Elisabeth', 'College Prive Mixte Sainte Jeanne-Elisabeth']"
8 RUE SIMON LE FRANC 75004 PARIS 4,['Studio Magenia Academie Europeenne de Theatre Corporel']
8 RUE DE LOTA 75116 PARIS 16,['ISG Institut Superieur de Gestion']
8 SQUARE HENRI DELORMEL 75014 PARIS 14,"[""LISAA Pole Architecture d'Interieur et Design d'Environnement""]"
8 VILLA DU PARC MONTSOURIS 75014 PARIS 14,"[""L'ETSUP Ecole Superieure de Travail Social""]"
8-14 PASSAGE DE LA MAIN D'OR 75011 PARIS 11,['ENGDE Ecole Superieure de Gestion-Expertise Compable']
80 AVENUE PARMENTIER 75011 PARIS 11,"['Lycee Technologique Prive Charles Peguy', 'Lycee Polyvalent Prive Charles-Peguy']"
81 RUE JEAN PIERRE TIMBAUD 75011 PARIS 11,['Ecole Privee Saint-Paul']
82 RUE BONAPARTE 75006 PARIS 6,['Ecole Saint-Hilaire']
83 BOULEVARD ARAGO 75014 PARIS 14,['Faculte Libre de Theologie Protestante']
87 AVENUE DE LA BOURDONNAIS 75007 PARIS 7,['Cours FIDES']
87 RUE DU CHATEAU 92100 BOULOGNE-BILLANCOURT,['ESI Business School - Ecole de commerce du developpement durable']
87AVENUE DE LA BOURDONNAIS 75007 PARIS 7,['Cours FIDES']
88 B RUE JULES GUESDE 93100 MONTREUIL,"['College Henri Matisse', 'Lycee Henri Matisse']"
88 RUE DE LA DIVISION LECLERC 91160 SAULX-LES-CHARTREUX,"[""College Prive ESED - Ecole Secondaire d'Etudes Dirigees""]"
89 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS,['Ecole Privee Maternelle et Primaire Timothee']
9 BIS RUE GERANDO 75009 PARIS 9,['Association pour la Formation de la Biologie et de la Biochimie']
9 BOULEVARD SADI CARNOT 95880 ENGHIEN-LES-BAINS,"['College Prive Notre-Dame Providence', 'Lycee Prive Notre-Dame Providence']"
9 RUE CRILLON 75004 PARIS 4,['Douce Maternelle']
9 RUE LEKAIN 75016 PARIS 16,['ECS European Communication School']
9 RUE LEO-DELIBES 75116 PARIS 16,['ESP Ecole Superieure de Publicite et marketing']
9 RUE PETRELLE 75009 PARIS 9,['Lycee Prive Rocroy Saint-Vincent de Paul']
9 RUE SAINT-LAMBERT 75015 PARIS 15,['ESHP Ecole Superieure Hoteliere de Paris']
9 RUE VILLARET DE JOYEUSE 75017 PARIS 17,['Lycee EIB Etoile']
9 RUE DES ARENES 75005 PARIS 5,"['Atelier Albers', 'Institut Technique du Maquillage ITM']"
9 RUE DES ETATS GENERAUX 78000 VERSAILLES,"[""ISE Institut Superieur de l'Environnement""]"
9 RUE DU FOIN 75003 PARIS 3,['Ecole Privee Sainte-Genevieve du Marais']
9-11 PLACE HENRI-BARBUSSE 94380 BONNEUIL-SUR-MARNE,['Ecole Privee Notre Dame']
90 BIS RUE SAINT-DOMINIQUE 75007 PARIS 7,"['Lycee Prive La Rochefoucauld', 'College Prive La Rochefoucauld']"
92 RUE DE SEVRES 75007 PARIS 7,['Groupe Scolaire Sainte Jeanne Elisabeth']
92 RUE DE VAUGIRARD 75006 PARIS 6,"['Lycee Technique Prive Saint-Nicolas', 'College Prive Saint-Louis - Ensemble Scolaire Saint-Nicolas']"
92-94 CHEMIN DES BOURDONS 93220 GAGNY,['Lycee Merkaz Hatorah Garcons']
93 AVENUE D'ITALIE 75013 PARIS 13,['Method Acting Center']
93 BIS RUE MANIN 75019 PARIS 19,['College Innovant Living School']
93 RUE NOTRE DAME DES CHAMPS 75006 PARIS 6,['Ecole Privee Notre-Dame de Sion - Sainte-Marie-Sion']
93 RUE DE CRIMEE 75019 PARIS 19,['Institut de Theologie Orthodoxe Saint-Serge']
93 RUE DE MONCEAU 75008 PARIS 8,['Guidepost Montessori Paris Monceau']
95 AVENUE DE PARMENTIER 75011 PARIS 11,['ISEG Digital Marketing Communication School']
95 AVENUE DE LA PAIX 94310 ORLY,"[""Apprentis d'Auteuil - Ecole Poullart des Places""]"
95 RUE PAUL VAILLANT COUTURIER 94310 ORLY,"[""Apprentis d'Auteuil - College Poullart des Places""]"
95 RUE DE REUILLY 75012 PARIS 12,['Internat Formation Preparatoire IFSI Diaconesses de Reuilly']
95 RUE DE REUILLY 75571 PARIS 12,['Institut de Formation en Soins Infirmiers des Diaconesses de Reuilly']
95 RUE DU DESSOUS-DES-BERGES 75013 PARIS 13,"['Lycee Prive de l’ETSL - Ecole Technique Superieure du Laboratoire', 'ETSL Ecole Technique Superieure du Laboratoire']"
96 BOULEVARD AUGUSTE-BLANQUI 75013 PARIS 13,['Institut Orthodoxe Francais de Paris Saint-Denys']
97 RUE ROYALE 78009 VERSAILLES,"['Notre-Dame du Grandchamp Lycee General - Lycee Technologique STMG', 'Notre-Dame du Grandchamp Pole d’Enseignement Superieur']"
ABBAYE ND DE LA ROCHE 3 ROUTE D58 78320 LEVIS-SAINT-NOM,"[""L'Arbre Bleu Ecole Montessori""]"
AVENUE ERASME ROND-POINT DE L'EUROPE CS 20294 77837 OZOIR-LA-FERRIERE,"['Ensemble Scolaire Sainte-Therese, Campus Sainte-Therese']"
BAT B 69 RUE DE PARIS 91400 ORSAY,['Nouqa Ecole Maternelle Bilingue']
BOULEVARD OLOF PALME EMERAINVILLE 77436 MARNE-LA-VALLEE,"['UTEC Hotellerie Restauration', 'UTEC Formation Continue']"
CNIT 2 PLACE DE LA DEFENSE BP 230 92053 PARIS-LA-DEFENSE,['ESSEC Executive Education']
CNIT 3 2 PLACE DE LA DEFENSE 92800 PUTEAUX,['IFSI Franco-Britannique/Oeuvre du Perpetuel Secours']
CAMPUS EIFFEL 10 RUE SEXTIUS MICHEL 75015 PARIS 15,['ECE Tech Ecole du Numerique']
CAMPUS OUEST 6 AVENUE DE LA DOUTRE 77330 OZOIR-LA-FERRIERE,['Ecole Sainte-Therese']
"CAMPUS SAINTE-THERESE AVENUE ERASME, ROND-POINT DE L'EUROPE CS 20294 77330 OZOIR-LA-FERRIERE","['Ensemble Scolaire Sainte-Therese, College Prive Catholique']"
CAMPUS STE THERESE AVENUE ERASME ROND-POINT DE L'EUROPE CS 20294 77330 OZOIR-LA-FERRIERE,"['Ensemble Scolaire Sainte-Therese, Lycee Prive Catholique']"
CAMPUS DE CACHAN 28 AVENUE DU PRESIDENT WILSON 94234 CACHAN,"[""Ecole Speciale des Travaux Publics, du Batiment et de l'Industrie (ESTP Paris)""]"
CARRE SENART 34 POINTS DE VUE 77127 LIEUSAINT,['ICAM Site de Grand Paris Sud']
CHATEAU DU LUAT CHEMIN DE LA BARONNE 95350 PISCOP,"['Ecole du Luat', 'Internat du College du Luat', 'College du Luat']"
CHEMIN DE L'ORME ROND BP 56 78356 JOUY-EN-JOSAS,"[""L'EA - Tecomah""]"
CITE DESCARTES 2 BOULEVARD BLAISE-PASCAL BP 99 93162 NOISY-LE-GRAND,['ESIEE Paris']
HALL C 6 AVENUE CHARLES DE GAULLE LE CHESNAY 78150 LE CHESNAY-ROCQUENCOURT,['Ecole Privee Esthetique Camille Seline']
HOTEL DE MADAME DE POMPADOUR 7 RUE DES RESERVOIRS 78000 VERSAILLES,"[""Ecole Europeenne d'Intelligence Economique""]"
IUT DE MEAUX 17 RUE JABLINOT 77100 MEAUX,['UTEC Meaux']
IMMEUBLE 24 QUAI GALLIENI 2 RUE DU PORT AUX VINS 92150 SURESNES,"[""ENSIATE - ENseignement Superieur d'Ingenierie Appliquee a la Thermique, l'Energie""]"
IMMEUBLE ANTARES 76 RUE VILLENEUVE 92110 CLICHY,['ESHOTEL']
IMMEUBLE LE FUTURA 23 PLACE WICKLOW 78180 MONTIGNY-LE-BRETONNEUX,"[""ISE Institut Superieur de l'Entreprise""]"
LA CARTONNERIE 824 AVENUE DU LYS 77190 DAMMARIE-LES-LYS,['Pigier']
PARC DES BETHUNES ALLEE DES TROIS CARAVELLES 95310 SAINT-OUEN-L'AUMONE,['IFCP Institut de Formation Cergy-Pontoise']
"PARC DU PONT DE FLANDRE 11 RUE DE CAMBRAI, BAT 32 75019 PARIS 19",['Pigier Performance Paris Centre']
PLACE DU 14 JUILLET 77950 VOISENON,['Institution Nazareth - Enseignement prive catholique']
